Feature,category
149321,animal
149332,animal
14950,animal
149596,animal
149680,animal
149707,animal
149714,plant
149743,animal
1498,animal
149805,plant
149811,animal
149853,animal
149883,plant
150042,animal
150062,animal
150476,plant
150594,animal
150777,animal
150942,animal
151076,animal
151150,plant
151410,animal
151819,plant
151899,animal
15190,animal
151901,animal
15230,plant
152412,animal
152541,animal
1526,animal
152752,animal
152942,animal
153331,animal
153594,animal
153676,animal
153874,animal
153940,animal
153978,animal
15422,animal
154379,animal
154429,animal
154523,animal
154532,animal
154537,animal
154588,animal
15462,plant
154710,animal
15496,plant
155,plant
15500,plant
15508,animal
15512,plant
155138,animal
155644,animal
155875,animal
155987,animal
15602,animal
15636,animal
156812,animal
156864,animal
156945,animal
156955,animal
156967,animal
157006,animal
157127,animal
157219,animal
157224,animal
157447,animal
157937,animal
15797,animal
157970,animal
158493,animal
158667,animal
158687,animal
158759,animal
159,animal
159090,plant
159137,animal
159144,animal
159158,animal
159193,animal
159251,animal
159261,animal
159272,animal
159675,animal
1597,animal
1599,animal
159932,animal
160160,animal
1602,plant
160325,animal
160395,animal
160419,animal
160474,animal
160481,animal
1605,plant
160512,animal
160524,animal
160533,animal
160590,animal
160706,animal
160711,animal
160883,animal
160904,animal
161073,animal
161094,animal
16114,animal
161153,animal
161179,animal
161245,animal
161566,animal
161787,animal
161885,animal
16208,animal
162582,animal
1627,animal
162739,animal
162765,animal
162766,animal
162799,animal
162867,animal
162938,animal
162961,animal
163,animal
163128,animal
163295,animal
163363,animal
163444,animal
163445,animal
1637,animal
1638,plant
163840,animal
163863,animal
163933,animal
163982,animal
164031,animal
164046,animal
164097,animal
164119,animal
164296,animal
164354,animal
164580,animal
164979,animal
165036,animal
165115,animal
165129,animal
165140,animal
165182,animal
165189,animal
165203,animal
165215,animal
165259,animal
165356,animal
165368,animal
165381,animal
165402,animal
165411,animal
165511,animal
165582,animal
165720,animal
1658,plant
166081,animal
166122,animal
166127,animal
166245,animal
166252,animal
166257,animal
166260,animal
166266,animal
16629,plant
166298,animal
166429,animal
166597,animal
16668,plant
166977,animal
167046,animal
167147,animal
167195,animal
167414,animal
16760,plant
167696,animal
167851,animal
167905,animal
16795,plant
168203,animal
168214,animal
168225,animal
168230,animal
168345,animal
168384,animal
1684,animal
168590,animal
169,animal
169032,animal
169220,animal
16934,animal
169541,animal
169764,animal
169969,animal
169994,animal
1700,animal
170032,animal
170082,animal
170672,plant
170723,animal
170780,animal
17084,animal
170962,animal
171064,animal
171087,animal
171104,animal
171201,animal
171248,animal
171421,animal
171427,animal
171550,plant
171832,animal
1722,plant
172816,animal
172818,animal
172856,animal
172877,animal
172898,animal
172937,animal
172959,animal
172982,animal
173142,animal
173149,animal
173301,animal
173316,animal
173498,animal
173720,animal
174280,animal
17430,animal
174713,animal
174734,animal
174739,animal
174784,animal
174855,animal
174875,animal
17489,animal
174890,animal
174908,animal
174944,animal
174987,animal
17508,animal
175123,animal
1752,animal
1754,plant
1755,animal
175628,animal
17570,animal
175719,animal
1758,animal
175912,animal
175950,plant
175998,animal
17614,animal
176155,animal
176171,animal
1762,plant
176212,animal
176225,animal
17629,animal
176481,plant
176499,animal
176587,animal
176624,animal
176629,animal
176769,animal
176772,animal
176786,animal
176820,animal
176918,animal
176965,animal
176970,animal
176998,animal
177081,animal
17711,animal
177121,animal
177142,animal
177152,animal
177154,animal
177183,animal
177234,animal
177366,animal
177375,animal
177398,animal
177402,animal
177525,animal
177608,animal
177703,animal
177753,animal
177815,animal
177860,animal
1780,animal
178372,animal
178374,animal
178521,animal
178627,animal
178851,animal
178877,animal
178884,animal
178971,animal
179007,animal
179016,animal
179024,animal
179036,animal
179097,animal
179111,animal
179268,animal
179314,animal
179339,animal
179375,animal
179390,animal
179531,animal
179665,animal
179884,animal
180260,animal
180274,animal
180358,animal
180360,animal
180368,animal
180468,animal
180469,animal
180562,plant
180581,animal
180609,animal
180809,animal
181013,animal
181014,animal
181102,animal
18121,plant
181254,animal
181277,animal
181289,animal
181310,animal
181404,animal
181405,animal
181428,animal
181523,animal
181612,animal
181703,animal
182005,animal
18202,plant
182297,animal
182342,animal
182344,animal
18237,animal
182423,animal
18246,animal
182467,animal
18271,plant
18304,plant
183185,animal
18322,animal
183366,animal
183368,animal
183399,animal
18369,animal
183785,animal
183793,animal
183893,animal
1839,animal
184072,plant
184080,animal
184289,animal
1845,animal
18452,plant
184570,animal
184615,animal
184617,animal
184745,animal
184777,animal
184778,animal
18478,plant
185006,animal
18503,plant
18530,animal
185477,animal
185635,animal
185649,animal
185792,animal
186044,animal
186163,animal
186267,animal
186539,animal
186692,animal
186714,animal
186717,animal
186902,animal
186925,animal
186929,animal
187066,animal
187153,animal
187192,animal
187209,animal
187253,animal
187287,animal
187288,animal
187294,animal
187470,animal
187473,animal
187503,animal
187565,animal
187571,animal
187600,animal
187780,animal
187784,animal
187853,animal
18786,animal
187984,plant
188099,animal
188156,animal
188215,animal
188469,animal
188625,animal
188786,animal
188805,animal
189016,animal
189027,animal
18906,plant
189406,animal
18964,animal
1903,animal
190512,animal
190741,animal
190799,plant
190839,animal
191081,animal
19119,animal
19121,animal
191387,animal
19139,animal
191451,animal
191674,animal
191726,animal
19181,plant
191881,animal
191905,animal
192000,animal
192068,animal
192083,animal
192088,animal
19219,animal
19224,animal
192273,animal
19229,animal
192312,animal
192356,animal
192500,animal
192539,animal
192561,animal
19258,animal
192601,animal
192623,animal
192676,animal
192691,animal
192703,animal
192768,animal
192874,animal
1929,plant
192919,animal
192983,animal
193024,animal
193049,animal
193055,animal
193108,animal
193138,animal
193155,animal
193226,animal
193403,plant
193578,animal
193654,animal
193711,animal
193805,animal
193835,animal
194138,animal
194146,animal
194261,animal
194264,plant
194406,animal
194478,animal
194480,animal
19493,animal
194936,animal
194969,animal
195054,animal
195223,animal
195425,animal
195592,animal
195613,animal
19569,plant
195791,animal
1958,animal
196175,animal
1963,plant
196355,animal
196475,plant
196835,animal
1972,animal
197205,animal
197452,animal
1976,plant
197947,animal
197980,animal
198091,animal
198124,animal
198126,animal
198256,animal
198801,animal
199061,animal
19941,animal
199533,animal
199686,animal
19969,plant
199923,animal
200008,animal
200168,animal
200179,animal
200233,animal
200312,animal
200487,animal
20078,animal
200908,animal
201008,animal
20102,plant
201054,animal
201376,animal
201554,animal
20158,plant
202229,animal
202256,animal
202345,animal
202355,animal
202472,animal
20252,plant
202611,animal
20287,animal
202892,animal
20292,animal
203133,animal
203388,animal
20357,animal
203885,animal
2045,plant
204655,animal
20467,plant
204700,animal
204726,animal
204850,animal
205310,animal
205598,animal
2056,animal
205614,animal
2058,animal
20581,animal
205954,animal
206232,animal
207021,animal
207058,animal
207155,animal
207439,animal
20746,animal
207532,animal
207814,animal
208113,animal
208434,animal
208454,animal
208491,animal
208495,animal
20868,animal
209163,animal
209311,animal
209314,animal
209590,animal
209604,animal
209781,animal
209862,animal
209927,animal
210027,plant
210059,plant
210269,plant
210440,animal
210512,animal
210739,animal
2108,animal
210802,animal
211069,animal
21110,animal
2112,plant
21150,animal
211640,animal
21199,animal
21241,animal
213792,animal
213895,animal
214,animal
214169,animal
214174,animal
214180,animal
214520,animal
214631,animal
214814,animal
214854,animal
214917,animal
215,animal
2165,animal
21698,animal
2173,animal
21812,animal
218471,animal
21856,animal
218652,animal
218831,animal
220145,animal
22035,plant
220444,animal
220835,animal
221271,animal
2213,plant
221413,animal
2223,plant
222464,animal
2234,plant
224020,animal
224223,animal
224317,animal
224438,animal
2245,plant
224585,animal
2246,animal
224701,animal
224866,animal
2251,animal
22558,animal
2267,animal
227480,animal
227866,animal
227867,animal
22848,plant
22857,plant
2286,animal
229172,animal
229341,animal
229712,animal
229845,animal
22995,plant
231028,animal
23172,animal
231884,animal
23204,plant
23214,plant
23254,plant
232750,animal
23278,plant
234,animal
234220,animal
234267,animal
234283,animal
234373,animal
234423,animal
234766,animal
235408,animal
235503,animal
236009,animal
236092,animal
23626,animal
236360,animal
236419,animal
236524,animal
236561,animal
23767,plant
238175,animal
238429,animal
238712,animal
2391,plant
2392,animal
23976,plant
239895,animal
2400,animal
240177,animal
240309,animal
2405,animal
240587,animal
240604,animal
240680,animal
240737,animal
240763,animal
240814,animal
2420,plant
2422,animal
242242,animal
24249,plant
242611,animal
242805,animal
24296,animal
242995,animal
243,animal
243598,animal
243622,animal
2447,animal
2448,animal
244859,animal
245481,animal
245558,animal
245581,animal
245616,animal
245981,animal
246,animal
246177,animal
246694,animal
246759,animal
24694,plant
247189,animal
247375,animal
247451,animal
247493,animal
247502,animal
247578,animal
247615,animal
247630,animal
247664,animal
247687,animal
247762,animal
247796,animal
247856,animal
247866,plant
247867,animal
247872,animal
247877,animal
247909,animal
247941,animal
247982,animal
247992,animal
24913,animal
2507,plant
2524,plant
2525,plant
2529,animal
253,animal
2533,animal
2544,animal
2553,animal
25778,animal
2588,plant
25881,animal
25884,plant
25920,animal
25922,animal
25999,plant
2604,animal
2605,plant
2606,animal
2610,animal
262,animal
26200,plant
2630,animal
2647,plant
266,animal
2661,plant
26722,animal
2678,plant
26841,animal
2696,plant
2704,plant
271,plant
27196,plant
2724,plant
27368,plant
27403,animal
2748,animal
2759,plant
27742,animal
2787,animal
27891,plant
27935,animal
2794,animal
2796,animal
2803,animal
2808,plant
2816,plant
2830,animal
28302,animal
285,plant
28631,animal
28875,animal
28959,animal
28969,animal
290,animal
29002,animal
2917,plant
292,animal
2929,plant
29362,animal
2939,plant
29607,animal
29612,animal
297,plant
30154,plant
30155,animal
3017,animal
3028,animal
30447,plant
30470,animal
30514,animal
306,plant
3082,animal
30937,animal
31107,animal
3111,plant
31221,animal
3132,animal
31347,plant
31539,animal
31589,animal
3172,plant
3180,animal
31928,animal
320,animal
322,plant
3236,plant
32389,animal
3241,plant
3247,plant
3268,plant
32889,animal
33098,animal
3310,animal
33160,plant
33184,plant
3356,animal
33759,animal
33762,plant
33896,animal
3393,animal
33975,plant
340,plant
3407,animal
3411,animal
34119,animal
34168,animal
34212,animal
34224,animal
34448,animal
34586,animal
34591,plant
34592,animal
34658,animal
34688,animal
34758,animal
348,plant
34822,plant
34849,animal
34949,animal
3496,plant
3499,plant
35020,animal
3511,animal
35145,animal
35205,animal
35222,animal
35270,animal
3537,plant
35463,animal
3547,plant
3552,animal
35528,animal
35608,animal
35685,animal
3578,plant
35825,animal
36037,animal
36081,animal
3621,animal
36210,plant
36216,plant
36275,plant
36485,plant
3662,plant
36647,animal
36748,plant
36846,animal
3695,plant
36959,animal
3703,plant
37118,animal
37224,animal
3743,plant
37477,animal
37493,animal
37527,animal
37533,animal
37569,animal
37573,animal
37613,animal
37633,animal
37644,animal
37678,animal
37727,plant
37763,animal
378,animal
37815,plant
3787,plant
37922,animal
3804,plant
38119,animal
38186,animal
3821,plant
38375,animal
3841,animal
3866,plant
3873,plant
3880,plant
3887,plant
389,plant
39004,animal
39017,animal
39113,animal
3913,plant
392,plant
39240,animal
3927,plant
3929,plant
39319,animal
39322,animal
39462,plant
39483,animal
39498,plant
39539,plant
39577,animal
39618,plant
3968,plant
3971,plant
3976,animal
39868,animal
39949,animal
39950,animal
40009,animal
40013,animal
40050,animal
40071,animal
40159,plant
4021,animal
40276,animal
40491,animal
4051,plant
40525,animal
40541,animal
4055,animal
40570,animal
4060,plant
40649,plant
40669,animal
40702,animal
40780,animal
40837,animal
4085,animal
41011,animal
4109,plant
41145,animal
41194,animal
41254,animal
41381,animal
414,animal
41434,animal
41446,plant
41485,animal
41533,animal
41618,animal
41677,plant
41689,animal
41734,animal
4180,animal
41862,plant
41931,animal
41961,plant
4204,animal
42057,animal
42058,plant
42126,plant
42147,animal
42204,plant
42225,plant
42247,plant
42354,animal
42365,animal
42425,animal
42426,animal
42634,plant
42659,animal
42672,animal
42918,animal
43041,animal
43056,plant
431,animal
43123,plant
4315,animal
43270,animal
43280,animal
43294,animal
43309,plant
4338,plant
43409,animal
43458,animal
43526,animal
43579,animal
43580,animal
43601,animal
43618,animal
43663,animal
43690,plant
43916,animal
43950,animal
43979,animal
44021,animal
4403,animal
4406,plant
44136,animal
44160,animal
44165,plant
44166,plant
44208,plant
4434,plant
44341,animal
44363,plant
4455,animal
44569,animal
4459,animal
44595,plant
44666,animal
44747,animal
4487,plant
44921,animal
44922,animal
44993,plant
45016,animal
45031,animal
45037,animal
4504,plant
45060,animal
45076,animal
45166,animal
45276,animal
4543,animal
45446,animal
45464,animal
45545,animal
45666,animal
45780,animal
45854,animal
46012,animal
46033,animal
46119,animal
46138,plant
46204,animal
46219,plant
46287,plant
46332,plant
46377,plant
46683,animal
46687,plant
46730,animal
46734,plant
46794,plant
46809,plant
4691,animal
471,plant
47193,animal
47256,plant
47313,animal
47325,animal
47446,animal
47454,animal
47485,animal
47517,plant
47553,plant
47623,animal
47658,animal
47705,plant
47796,plant
47808,animal
47809,animal
47895,animal
48025,animal
48122,plant
4813,plant
48204,animal
48445,animal
48449,plant
4845,plant
4855,animal
48562,animal
48599,animal
48601,animal
48605,animal
48606,animal
48632,animal
48679,animal
48771,animal
48805,animal
48839,animal
48849,plant
48910,animal
49008,animal
49046,animal
4908,animal
49107,plant
49583,animal
49699,animal
49799,plant
49943,animal
49971,animal
49994,animal
5013,plant
5026,animal
50462,plant
50467,animal
50479,plant
50550,plant
50597,animal
5060,animal
50644,animal
50650,animal
50655,animal
50675,animal
50721,animal
50759,animal
5076,animal
50803,animal
5090,plant
50932,animal
50937,animal
50938,animal
50946,animal
51073,animal
51131,animal
51170,animal
51211,animal
51241,plant
51340,animal
5147,plant
51548,animal
5155,plant
51635,plant
51707,plant
51811,plant
51843,plant
51936,animal
52034,animal
52049,plant
52054,animal
52098,animal
52118,animal
52119,animal
52245,plant
52293,animal
52334,animal
52387,animal
52390,animal
52430,plant
52479,animal
52612,animal
52659,animal
52670,animal
52709,plant
52778,animal
5280,plant
52800,plant
52815,animal
52871,animal
52899,animal
52909,animal
52949,animal
52950,animal
53015,plant
53035,plant
53042,plant
53103,plant
53136,animal
53144,animal
53353,animal
53358,animal
53393,animal
53465,plant
5357,animal
53574,animal
53633,plant
53718,plant
53801,animal
53884,animal
53923,animal
54187,animal
54219,animal
54294,animal
54366,animal
54368,plant
54369,animal
54385,plant
5444,animal
54448,animal
5453,plant
54586,animal
5468,plant
54747,plant
54776,animal
54787,plant
54847,plant
54936,animal
54943,plant
55038,animal
5517,plant
55170,animal
55198,animal
55199,animal
55215,plant
55355,plant
55437,animal
55504,plant
55540,animal
55684,animal
55778,animal
55803,plant
55817,animal
55859,animal
55867,plant
5592,plant
56046,animal
56066,animal
56103,plant
56128,animal
56190,plant
56272,plant
56294,animal
56308,animal
56312,plant
56349,animal
56398,animal
56420,plant
5643,plant
56448,plant
56459,animal
56462,animal
5649,plant
5658,plant
56619,animal
56637,plant
56727,plant
5674,plant
56813,animal
5682,plant
56824,animal
5687,animal
56902,animal
57026,plant
57084,plant
5712,animal
57177,animal
57372,animal
57440,plant
5746,plant
5749,plant
57597,animal
5762,plant
57667,animal
57733,plant
57738,animal
57835,animal
5789,plant
57935,animal
57938,animal
58106,plant
58134,animal
5815,animal
5821,animal
5840,plant
58511,plant
58527,plant
58666,animal
5888,animal
58885,animal
58889,plant
59151,plant
5923,plant
59255,plant
59277,animal
59288,plant
59313,animal
59397,animal
59458,animal
59485,animal
59589,animal
59621,plant
59638,animal
5970,animal
5972,plant
59729,animal
5982,plant
59820,animal
59832,animal
5985,animal
59885,plant
59888,plant
59943,animal
60051,animal
60167,animal
60247,animal
60294,animal
60313,animal
60323,animal
60380,plant
60449,animal
60478,animal
60513,animal
60585,animal
60616,animal
60652,animal
60667,plant
60766,animal
608,animal
6087,plant
60894,plant
609,animal
60923,plant
60959,animal
60961,plant
60986,plant
60993,animal
61061,plant
61181,animal
6126,animal
6131,animal
61365,animal
61373,animal
61375,animal
61405,animal
61428,animal
61433,plant
61437,plant
61445,plant
61601,animal
61609,animal
61626,animal
61654,animal
61712,plant
6180,plant
61884,animal
6191,animal
620,animal
62058,animal
6218,plant
6221,animal
6229,plant
62344,animal
62389,plant
62455,animal
62493,plant
62514,animal
62533,animal
62536,plant
62578,animal
62657,animal
62661,plant
62708,animal
62733,animal
62742,animal
62807,plant
62826,animal
6289,plant
62897,animal
6291,animal
62946,animal
62956,plant
63139,animal
6335,animal
63439,plant
63441,animal
63498,animal
63578,animal
63638,animal
63761,animal
63804,plant
6391,plant
63923,plant
63944,animal
6396,plant
64124,animal
64137,plant
64208,plant
64209,animal
6422,animal
6428,animal
64285,plant
64292,plant
64297,animal
64328,animal
64346,animal
64514,animal
64556,animal
64561,plant
64563,animal
64580,animal
64597,animal
6473,plant
64859,animal
64867,animal
64872,animal
64894,animal
64895,animal
64951,plant
64962,animal
64964,animal
6497,animal
6499,animal
64990,animal
65062,animal
65092,plant
65163,animal
65218,animal
65224,animal
65337,animal
6536,plant
65541,plant
65610,animal
65719,animal
65744,plant
65759,plant
65802,plant
65817,plant
65821,animal
65923,animal
6593,animal
65946,plant
65978,animal
66009,plant
66025,plant
66074,animal
66198,plant
66232,plant
66268,plant
663,animal
66349,plant
66395,plant
66568,animal
66595,animal
6662,animal
66747,animal
66773,animal
66792,animal
66894,animal
66895,animal
66942,animal
66953,plant
66957,plant
66984,animal
6702,animal
67029,animal
67056,animal
67065,plant
67104,animal
67398,animal
674,plant
67444,animal
67497,animal
67529,animal
67575,animal
67589,animal
67593,animal
67605,animal
67606,animal
67619,animal
67624,animal
67626,animal
67631,animal
6775,plant
67750,animal
67787,animal
6779,plant
678,animal
67829,animal
67877,animal
67903,animal
67951,animal
67978,animal
68029,plant
6806,animal
6808,plant
68123,plant
6821,animal
68215,animal
68223,animal
68287,animal
6830,animal
6839,animal
68404,animal
68447,animal
68454,animal
68465,plant
686,plant
68753,plant
68756,animal
6877,animal
68804,plant
68820,animal
68912,plant
68949,animal
68969,animal
69075,plant
69088,plant
69126,animal
69131,plant
69157,animal
69243,plant
69336,animal
69360,animal
69570,animal
69576,animal
696,animal
69607,plant
69687,plant
69828,animal
69886,plant
6991,plant
70011,plant
701,animal
70128,plant
70177,plant
70275,plant
70285,plant
70370,plant
70404,animal
70426,animal
70492,animal
70518,animal
70528,animal
70630,animal
70651,animal
70654,animal
70765,animal
708,plant
70833,animal
70850,animal
70921,plant
70941,animal
70991,plant
71101,animal
71117,animal
71182,animal
71187,animal
71281,animal
71301,animal
71360,animal
71381,animal
71393,plant
714,animal
71499,animal
7154,animal
71618,animal
71670,animal
7170,animal
71782,animal
71804,animal
71806,animal
71861,animal
71900,plant
71915,plant
7194,plant
71944,animal
72079,animal
7214,plant
72196,animal
72221,plant
72233,animal
72320,plant
72364,animal
7237,plant
72434,animal
72442,animal
72560,animal
72591,animal
72593,plant
7262,plant
72623,animal
7263,plant
72641,animal
72697,animal
72729,plant
72733,animal
72922,animal
72949,animal
73054,plant
73081,animal
73133,animal
73176,plant
73258,plant
73275,animal
73347,plant
73360,plant
73522,animal
73532,animal
73546,animal
73579,plant
73583,animal
73720,plant
73764,plant
7377,animal
73773,animal
73821,animal
73888,plant
73911,animal
73915,animal
73922,animal
73974,animal
74005,animal
74114,plant
74153,plant
7422,animal
74233,animal
7427,plant
7428,plant
74315,animal
74368,plant
74398,animal
7440,plant
7456,animal
74585,plant
74685,animal
74734,animal
74788,animal
7481,plant
74823,animal
7490,plant
74964,plant
74977,animal
75026,animal
7503,plant
75069,animal
75106,animal
75117,animal
75129,animal
75165,plant
75219,animal
7523,plant
75298,animal
754,animal
75418,animal
75430,plant
75491,plant
75521,animal
75595,animal
75710,animal
75755,plant
75773,plant
7584,plant
75970,animal
76004,animal
76034,animal
76059,animal
7608,animal
76296,plant
76298,plant
76308,animal
76315,plant
76383,plant
76389,plant
76452,animal
76583,plant
76760,animal
76762,plant
76848,plant
76864,animal
76927,animal
76965,animal
76999,animal
77133,animal
77153,animal
77161,plant
77162,animal
77177,animal
77202,animal
7731,plant
77350,animal
