"feature","category"
"106295","cow, milk, poultry"
"106308","cheese"
"10639","vegetable"
"1064","mushroom, legume"
"106452","shellfish, cheese"
"1065","milk, yogurt"
"106578","pseudocarp, multifruit"
"1066","drupe"
"106601","mushroom, fish_freshwater, shellfish, poultry, pig"
"106632","shellfish"
"106645","herb/spice"
"106659","cheese"
"106686","shellfish"
"106710","herb/spice"
"106782","pig"
"106792","shellfish"
"106793","shellfish"
"106795","shellfish"
"106808","cheese"
"106813","legume"
"106898","cow"
"106902","cow, fish_freshwater, shellfish, poultry"
"107008","yogurt, cream, cheese"
"107022","cow"
"107045","herb/spice"
"107074","cow"
"107103","cow"
"107121","berry"
"107162","berry"
"107168","legume, poultry"
"107169","cow"
"107183","yogurt, cheese"
"107201","cow"
"107241","cow"
"107257","herb/spice"
"107269","pseudocarp"
"1073","cow, fish_freshwater, poultry, pig"
"107322","berry, multifruit"
"107337","yogurt"
"10734","cow"
"107343","cheese"
"10738","berry"
"107411","herb/spice"
"107459","cow, fish_freshwater, poultry"
"10755","berry, sugarcane"
"107551","butter"
"107594","cow"
"107605","cow, shellfish, poultry"
"107606","shellfish, poultry"
"107607","cow, fish_freshwater"
"107622","cow, fish_freshwater"
"107685","cow"
"107689","cheese"
"107695","cheese"
"1077","cheese"
"107780","berry"
"107788","pig"
"107804","grain/grass, seed"
"10781","berry"
"10783","drupe"
"107881","berry"
"107943","cow"
"10795","berry"
"107950","fish_freshwater, cream"
"107968","yogurt, cheese"
"107998","cow, cream"
"108012","vegetable, cow"
"108024","cheese"
"108044","cheese"
"108046","cheese"
"108047","cheese"
"108054","poultry"
"108059","cheese"
"108085","herb/spice"
"108087","herb/spice, drupe"
"108165","grain/grass"
"108216","milk, yogurt"
"108231","herb/spice"
"108254","cow"
"108275","herb/spice"
"10830","legume, poultry"
"108316","yogurt, cheese"
"108350","herb/spice"
"108455","grain/grass, poultry"
"108463","cow"
"108469","herb/spice"
"10850","cow"
"108531","drupe_aggregate, multifruit"
"108579","vegetable, fish_freshwater"
"108600","shellfish"
"108642","cheese"
"108644","pig"
"108665","milk, yogurt"
"108696","cheese"
"108703","cow"
"108735","cow"
"108763","herb/spice"
"108790","berry"
"108794","berry"
"1088","cow, fish_freshwater, poultry, pig"
"108903","cow"
"108923","milk, cream"
"108940","butter, pig"
"108952","vegetable, cheese"
"108974","herb/spice, drupe"
"109004","poultry"
"109016","cheese"
"109033","cow"
"109034","cow, cheese"
"109055","cheese"
"109058","cow"
"109103","yogurt"
"10911","fish_freshwater, seed, shellfish, poultry, pig"
"10915","cheese"
"10916","cheese"
"109211","fish_freshwater, poultry"
"109234","cow"
"10928","mushroom, pig, cheese"
"109289","cow"
"109303","fish_freshwater"
"109308","cheese"
"10934","legume"
"109343","herb/spice, drupe_aggregate"
"109354","cow"
"109369","grain/grass"
"109419","cow"
"10943","cow"
"109454","pig"
"109482","pig"
"109497","poultry"
"109518","milk, cream"
"109521","shellfish, yogurt"
"109527","cheese"
"109540","pome, berry"
"109572","vegetable, shellfish"
"109603","fish_freshwater, poultry"
"109605","cow, drupe_aggregate, poultry"
"109610","vegetable"
"109674","cheese"
"109680","cheese"
"109681","cheese"
"109683","legume"
"109695","fish_freshwater, poultry, pig"
"109761","cow, fish_freshwater, poultry"
"109784","pig"
"1098","drupe"
"10981","cow"
"109849","shellfish"
"109862","cow"
"109866","cheese"
"109878","pig"
"109918","cow"
"109921","herb/spice"
"109975","cheese"
"110003","cow"
"110004","cow"
"110015","fish_freshwater, shellfish, poultry"
"11004","pome"
"110091","milk, yogurt, cheese"
"110110","cow"
"110140","shellfish"
"110179","cow"
"110189","cow"
"110244","legume"
"1103","cow, fish_freshwater, pig"
"110315","cheese"
"110334","cow, fish_freshwater, shellfish"
"110338","cow, poultry"
"110344","cow, fish_freshwater, seed, poultry"
"110367","fish_freshwater, poultry, pig"
"110488","cow, shellfish"
"110533","cow"
"110636","cow, fish_freshwater, poultry, pig"
"110668","cheese"
"110699","poultry"
"110747","herb/spice"
"11080","flower"
"110805","cow, fish_freshwater"
"110806","herb/spice, legume"
"110810","vegetable"
"110812","poultry"
"110820","fish_freshwater, shellfish, poultry, pig"
"110916","cheese"
"110917","cheese"
"110993","berry"
"111017","cow"
"111057","cheese"
"111069","cow"
"111089","cow"
"111092","cow"
"111128","drupe_aggregate"
"111154","shellfish"
"111155","shellfish"
"111169","fish_freshwater, shellfish, poultry, pig"
"111171","cow, fish_freshwater, poultry"
"111175","yogurt, cream, cheese"
"111199","cow"
"111219","vegetable, shellfish"
"111247","herb/spice"
"11125","cow"
"111308","drupe_aggregate, pseudocarp, multifruit"
"111315","legume"
"111325","cow"
"11135","cow"
"111391","cow, shellfish"
"111399","cheese"
"111501","cheese"
"111502","cheese"
"111503","cheese"
"11153","cheese"
"111547","cow"
"111578","cow"
"111604","cheese"
"111613","herb/spice"
"111617","berry, fish_freshwater"
"111620","cow, fish_freshwater, poultry"
"111642","herb/spice"
"111666","cow, fish_freshwater, poultry"
"111668","fish_freshwater, egg_poultry, pig"
"111708","vegetable"
"111729","cow, shellfish"
"111736","cow"
"11178","cow"
"111780","cow"
"11180","cow"
"11183","berry"
"111840","cow"
"111849","cow"
"111882","vegetable"
"11190","cow"
"111910","grain/grass"
"11196","berry, seed"
"111992","cow, legume"
"111997","herb/spice"
"112014","herb/spice"
"112028","cheese"
"112074","cheese"
"112081","cow"
"112092","cow, shellfish"
"112128","cow"
"112130","grain/grass"
"112139","cheese"
"112152","cream"
"112170","herb/spice"
"112205","cow"
"112225","herb/spice"
"112230","drupe_aggregate, pseudocarp, butter"
"112233","yogurt, cheese"
"112252","cheese"
"112256","cheese"
"112281","cow, shellfish"
"112298","pseudocarp, drupe"
"112309","cow"
"11234","cow, legume"
"112416","cow, fish_freshwater"
"112437","fish_freshwater, milk, shellfish, pig"
"112457","cow"
"112471","poultry"
"112472","cow"
"11248","multifruit"
"112497","herb/spice"
"112554","cow, grain/grass"
"112587","herb/spice, drupe"
"112611","herb/spice"
"112616","pome"
"112641","shellfish"
"112659","cow, shellfish"
"112676","cow, fish_freshwater, poultry"
"112683","cheese"
"112774","cow"
"112781","cow, grain/grass"
"11279","cow"
"112795","cheese"
"112797","vegetable"
"112798","cheese"
"112828","herb/spice"
"112887","mushroom, cow"
"112964","berry"
"112975","berry"
"113016","herb/spice"
"113066","cow"
"11309","pseudocarp, multifruit"
"113114","cheese"
"113117","cheese"
"113161","herb/spice"
"113174","fish_freshwater, poultry"
"113185","berry"
"11319","mushroom, cow"
"113229","cow"
"113269","cheese"
"11327","berry"
"113289","cow, shellfish, poultry"
"113359","cheese"
"113363","cow"
"113472","cheese"
"113504","cow"
"113527","cheese"
"113554","cow, fish_freshwater, poultry, pig"
"11360","cow"
"113618","herb/spice"
"113640","cheese"
"113654","milk, yogurt, cheese"
"113699","herb/spice"
"113703","shellfish"
"113776","cow, fish_freshwater, shellfish, poultry"
"113777","yogurt"
"113793","herb/spice"
"11381","cheese"
"11382","cheese"
"113887","poultry"
"113940","herb/spice"
"113964","cheese"
"113979","cheese"
"114043","cow"
"114074","cow, pig"
"114099","cow, pig"
"114115","cow, pig"
"114123","vegetable, cheese"
"114154","cow, pig"
"114161","herb/spice, drupe"
"114163","milk, cheese"
"114170","milk, cream"
"11418","yogurt, cheese"
"114239","pome, poultry"
"114241","cheese"
"114243","cheese"
"114282","herb/spice"
"114311","shellfish"
"114351","herb/spice"
"114357","pig"
"114358","cow, pig"
"114364","cheese"
"114445","berry"
"114448","drupe, multifruit"
"114457","cow, shellfish, yogurt"
"114459","cow, fish_freshwater, shellfish, poultry"
"114461","seed, shellfish, poultry, pig, cheese"
"114469","cow"
"114472","cow"
"114473","cow, shellfish"
"114475","cow, fish_freshwater, poultry"
"114493","drupe_aggregate, seed"
"11451","berry, drupe"
"114511","shellfish"
"114546","fish_freshwater, shellfish"
"114556","herb/spice, drupe_aggregate, pseudocarp"
"114584","shellfish"
"114596","drupe"
"114599","cheese"
"1146","cow"
"114602","cheese"
"114623","cheese"
"114626","cheese"
"114687","drupe_aggregate, seed"
"114737","cow, pig"
"114770","cow"
"114844","herb/spice"
"114919","flower"
"115007","cow, poultry"
"115012","milk, cheese"
"115039","cow, fish_freshwater, poultry, cream"
"115071","yogurt, cheese"
"115101","drupe_aggregate"
"115115","cow, fish_freshwater, cheese"
"115116","legume, cheese"
"115140","milk, yogurt"
"115142","yogurt, cheese"
"115143","yogurt, cheese"
"11515","cow, cheese"
"11517","drupe_aggregate, pseudocarp"
"115185","fish_freshwater, poultry"
"115193","cow"
"1152","cow, fish_freshwater, poultry, pig"
"115207","cow"
"115253","cow"
"115257","drupe"
"115278","cheese"
"115285","cheese"
"115287","cheese"
"115288","cheese"
"115293","cheese"
"115295","cheese"
"11531","drupe_aggregate, pseudocarp"
"115317","cow, poultry, pig"
"115323","milk, cream"
"11542","drupe_aggregate, pseudocarp"
"115428","cow"
"11549","drupe_aggregate, pseudocarp"
"115577","cow, fish_freshwater, poultry"
"115603","cheese"
"115612","milk, yogurt, cheese"
"115613","cow"
"115616","milk, yogurt, cheese"
"115617","shellfish"
"115622","legume"
"11564","berry, drupe_aggregate"
"115651","cow"
"115655","cow, poultry"
"115663","cheese"
"115719","cow"
"115728","cow"
"115785","cow, pig"
"115798","cheese"
"11583","cow, fish_freshwater"
"115933","cheese"
"115965","cow"
"115968","cheese"
"11597","drupe"
"115980","cow"
"116015","cow"
"116077","pome, cow, fish_freshwater"
"116084","drupe"
"116158","berry"
"116177","cheese"
"11618","drupe_aggregate, pseudocarp"
"116184","milk, cream, cheese"
"116231","cow"
"11629","drupe, legume"
"116297","cheese"
"11635","cheese"
"116353","egg_poultry"
"116356","pig"
"116359","pig"
"116389","vegetable"
"116425","herb/spice"
"116517","pseudocarp"
"116518","cow"
"116625","cow, fish_freshwater, poultry, cheese"
"116626","cow, fish_freshwater, cream"
"116691","shellfish, poultry"
"1167","fish_freshwater"
"116703","vegetable, milk"
"11671","berry, pseudocarp"
"11681","mushroom, legume"
"116870","cow"
"116873","milk"
"116876","mushroom, seed"
"116946","fish_freshwater, drupe, poultry, pig"
"116947","cow"
"116955","cow, poultry, cheese"
"116992","cheese"
"116995","herb/spice"
"117006","cow"
"117009","cheese"
"117015","herb/spice"
"117076","fish_freshwater, poultry, yogurt"
"117090","cow"
"117107","cow"
"11711","cow"
"117213","cheese"
"117231","cheese"
"11724","seed"
"117366","berry"
"117376","milk, cream"
"117382","herb/spice, pseudocarp"
"117404","drupe"
"11744","berry"
"11747","cow"
"117553","herb/spice"
"117572","cheese"
"117624","cow, fish_freshwater, shellfish"
"117653","butter"
"117668","cow"
"117676","herb/spice"
"117679","cow"
"117716","herb/spice"
"117723","herb/spice"
"117752","cow, grain/grass"
"1178","herb/spice, multifruit"
"117837","herb/spice"
"117864","cow"
"117906","cow"
"117922","pig"
"117932","flower, drupe_aggregate"
"117979","cow"
"118031","cheese"
"11807","cow, cheese"
"118079","herb/spice"
"118158","cheese"
"118161","herb/spice"
"118171","fish_freshwater"
"118175","milk"
"118242","berry"
"118283","herb/spice"
"118338","legume"
"118340","cow, fish_freshwater, poultry, yogurt"
"118378","milk, yogurt, cheese"
"118383","milk, yogurt, cheese"
"11839","mushroom, seed"
"118408","cheese"
"118460","herb/spice, drupe_aggregate, pseudocarp"
"118479","herb/spice"
"118482","herb/spice"
"118486","cheese"
"118524","herb/spice"
"118528","berry"
"118571","drupe_aggregate, pseudocarp, seed"
"118605","milk, cheese"
"118619","cow"
"118668","cheese"
"118714","vegetable"
"118824","butter"
"118898","cow"
"118917","berry, pseudocarp"
"118953","berry, seed"
"118991","cow"
"11900","berry"
"11905","cow"
"119157","vegetable"
"119191","cow, cheese"
"119192","vegetable, cheese"
"11921","mushroom"
"11922","fish_freshwater"
"119255","herb/spice, pseudocarp"
"119267","yogurt, cheese"
"119284","cheese"
"119290","herb/spice, drupe"
"119294","cow"
"119296","herb/spice, drupe"
"119298","drupe"
"119346","herb/spice"
"119348","cheese"
"119364","drupe"
"119393","shellfish, poultry, pig, cheese"
"119427","shellfish"
"119440","pepo, poultry"
"119505","milk, egg_poultry"
"119513","drupe_aggregate, legume"
"119548","mushroom, fish_freshwater, poultry, cheese"
"119549","grain/grass, poultry"
"119557","cow, shellfish, poultry, pig"
"119567","yogurt, cheese"
"119571","cheese"
"119572","cheese"
"119643","cheese"
"119644","cheese"
"119692","legume"
"119695","fish_freshwater, shellfish, poultry"
"119696","cow, fish_freshwater, poultry, yogurt"
"119707","cheese"
"119711","pseudocarp, milk, cheese"
"119732","drupe"
"119749","cow, cheese"
"11975","pome, drupe_aggregate"
"119753","shellfish, poultry, yogurt"
"119762","herb/spice, drupe"
"119787","herb/spice"
"119837","poultry"
"119870","berry"
"119882","vegetable, poultry"
"119964","cheese"
"119978","cheese"
"119997","milk, yogurt"
"120005","cow, poultry, yogurt, cream"
"120006","cow, fish_freshwater, poultry, pig"
"12003","berry, seed"
"120069","herb/spice"
"120091","fish_freshwater, poultry"
"120181","herb/spice, seed"
"120216","cheese"
"120317","cheese"
"120322","cheese"
"120324","cheese"
"120326","cheese"
"120333","flower, cow, cheese"
"120358","cow"
"120382","fish_freshwater"
"120383","cow, poultry"
"120440","pig"
"120460","cow"
"120473","vegetable"
"120568","cow, fish_freshwater"
"120597","milk, yogurt"
"120648","cow"
"120649","cow"
"120674","pig"
"120681","poultry, pig"
"120732","vegetable"
"120807","cheese"
"120809","cheese"
"120816","cheese"
"120821","cheese"
"120823","cheese"
"120824","cheese"
"120839","cow"
"120879","milk, cream"
"12088","drupe_aggregate"
"120953","herb/spice"
"120975","cheese"
"12098","berry, multifruit"
"121025","cheese"
"121030","berry, legume"
"121048","berry"
"121155","poultry"
"121177","egg_poultry"
"121189","cow, poultry"
"121214","cow, fish_freshwater, poultry"
"121274","cow"
"121295","cow, cheese"
"121322","cow"
"121450","legume"
"121533","herb/spice, multifruit"
"121651","cow, grain/grass, shellfish"
"12168","berry, herb/spice"
"121728","fish_freshwater, poultry"
"121759","cow"
"12186","pseudocarp, drupe"
"12188","milk, yogurt, cream"
"121906","fish_freshwater, poultry"
"12191","cow"
"122072","shellfish, cheese"
"122081","fish_freshwater, poultry, pig"
"122103","cheese"
"122105","cheese"
"122106","cheese"
"122155","cow"
"122184","cow, fish_freshwater, poultry, pig"
"122200","cow, shellfish"
"122221","cow"
"122250","milk, yogurt, cream, cheese"
"122260","cow"
"122295","fish_freshwater, milk"
"122302","herb/spice"
"122363","cow, poultry"
"122432","milk, cheese"
"122464","berry"
"122483","cow, poultry, pig"
"122515","cheese"
"122563","cow, shellfish, poultry"
"122603","fish_freshwater, shellfish"
"122658","drupe_aggregate, pseudocarp"
"122733","cow"
"122757","cow"
"122758","cow"
"122809","milk, poultry"
"122851","cow"
"122914","cow, fish_freshwater"
"122944","cow, shellfish"
"12300","berry"
"123121","legume"
"123182","cow, shellfish"
"123184","cow, grain/grass, fish_freshwater, poultry"
"123217","cow"
"12323","berry"
"123246","cheese"
"123248","cheese"
"123322","cow"
"123403","yogurt, cheese"
"123414","cheese"
"123440","herb/spice"
"123484","herb/spice, cow"
"123500","fish_freshwater"
"12356","cow"
"123587","cow"
"123598","cow"
"123632","cow"
"123645","cow"
"123691","cheese"
"123743","cow, pig"
"123748","cow"
"123755","herb/spice"
"123805","cheese"
"123853","shellfish, pig"
"123869","cheese"
"12394","cow"
"123967","milk, cheese"
"123978","cheese"
"123996","milk, pig, yogurt, cream"
"124070","cow, milk"
"124072","cheese"
"124093","shellfish"
"124109","cow, fish_freshwater"
"124216","cheese"
"124339","mushroom, cow"
"124356","herb/spice"
"124412","herb/spice, drupe"
"124521","cow"
"124598","cow"
"124604","cow, legume, shellfish"
"124639","cow"
"124685","cow, fish_freshwater"
"12474","cow"
"124915","multifruit"
"124924","cow"
"124953","berry"
"12499","mushroom"
"12505","berry"
"125050","shellfish"
"125069","cheese"
"12507","fish_freshwater, shellfish, poultry, pig"
"12510","berry, drupe_aggregate, multifruit"
"125105","cheese"
"125109","milk, cream, cheese"
"12514","legume, poultry, cheese"
"125164","cheese"
"125174","shellfish"
"125190","yogurt, cream, cheese"
"125214","cow, fish_freshwater"
"125444","cream, cheese"
"125529","cheese"
"125531","cheese"
"125532","cheese"
"125581","drupe_aggregate, pseudocarp"
"125591","vegetable"
"125640","cheese"
"12571","berry"
"125778","cow, cheese"
"12584","cow, grain/grass, fish_freshwater, yogurt"
"12599","berry, seed"
"12601","berry"
"126012","cow"
"126090","shellfish"
"126103","cheese"
"126142","cow"
"12615","cheese"
"126220","cow"
"126265","cow"
"126309","pig"
"126355","cow"
"126378","cow, shellfish, poultry, pig"
"126381","cow"
"126383","cow"
"126397","cow, poultry, pig"
"126426","cow"
"12646","flower"
"126463","cow"
"126468","cow"
"126497","cow"
"126511","cow, shellfish"
"126517","cow"
"126518","cow, shellfish"
"126519","yogurt, cheese"
"126541","cow"
"126552","cow"
"126570","cow, shellfish, poultry, pig"
"126578","cow"
"126614","cow"
"126630","cow"
"126635","cow"
"126638","cow"
"126665","cow"
"126700","pome, herb/spice"
"126718","cow"
"126791","cheese"
"126792","cheese"
"126794","cow"
"126838","cheese"
"126843","cow"
"126890","fish_freshwater, poultry"
"126901","cheese"
"126946","cow"
"126955","herb/spice"
"126988","cheese"
"12699","seed, legume"
"127021","cow"
"127034","shellfish"
"127062","cow"
"127065","cow, cheese"
"127066","legume, cheese"
"127098","cow, shellfish, poultry"
"1271","cow"
"127204","cow"
"127248","cow"
"12725","berry"
"127348","cow"
"127406","cow"
"12741","cow"
"127436","cow, egg_poultry, poultry"
"127450","milk, yogurt, cream, cheese"
"127487","cheese"
"12749","cow"
"12752","cow, fish_freshwater, poultry"
"127527","cheese"
"127534","cheese"
"12758","cow"
"127586","cheese"
"127645","cow"
"127776","cow"
"127804","berry"
"127850","cheese"
"127921","herb/spice"
"127944","cow, fish_freshwater, poultry"
"12797","drupe"
"128068","cow"
"128118","cheese"
"128140","shellfish, cheese"
"128179","cheese"
"128205","cheese"
"12853","berry"
"128539","cow"
"12860","fish_freshwater"
"128651","cow, shellfish"
"128693","berry"
"128698","shellfish"
"128721","cow"
"128758","cow, shellfish"
"128768","milk, yogurt, cheese"
"128794","cheese"
"128798","cheese"
"12887","cow, fish_freshwater, poultry"
"128908","shellfish"
"128909","cow"
"12895","cheese"
"128985","herb/spice"
"12900","cow, poultry"
"129104","cow"
"12914","drupe_aggregate, legume"
"12915","pome, drupe_aggregate"
"129211","cow, fish_freshwater, poultry"
"129217","milk, poultry, pig"
"129222","cow"
"129363","cow, fish_freshwater, poultry"
"129366","cow"
"12958","cow"
"129590","poultry"
"12960","cow"
"130192","fish_freshwater, pig"
"13025","pome, drupe_aggregate"
"13026","cheese"
"130283","berry"
"130302","milk, cream"
"130362","cow"
"13045","fish_freshwater, poultry"
"130458","cow, shellfish, yogurt"
"130470","herb/spice, pseudocarp, drupe"
"13050","cow, poultry, pig"
"130603","grain/grass, poultry"
"13063","cheese"
"130645","herb/spice"
"130655","legume, poultry"
"130662","cow"
"13078","mushroom, legume, cheese"
"130869","shellfish"
"130874","herb/spice"
"130875","cheese"
"130979","shellfish"
"131","cow"
"131077","berry"
"131101","pome, cow, poultry"
"131108","cow, grain/grass, shellfish"
"131114","fish_freshwater, shellfish"
"131120","cow, fish_freshwater"
"131188","milk, yogurt, cheese"
"131291","cow"
"13136","cream, cheese"
"13143","legume, cheese"
"131430","cow"
"131431","cow, shellfish, poultry"
"13148","drupe_aggregate, multifruit, butter"
"131518","cheese"
"131520","cheese"
"131528","milk, cheese"
"131593","cheese"
"13171","mushroom, legume, cheese"
"13173","cow"
"131763","legume"
"13180","cow"
"131801","milk, cheese"
"131804","cheese"
"131808","cheese"
"131809","cheese"
"131812","cheese"
"13182","cow"
"131864","cheese"
"13187","cow, fish_freshwater, poultry"
"13190","cow, shellfish"
"131909","milk, cheese"
"131970","milk, cheese"
"131975","poultry"
"131985","herb/spice"
"132018","cheese"
"13204","cheese"
"13205","mushroom, legume, cheese"
"132054","milk, cream"
"132055","shellfish, cheese"
"132131","cow, fish_freshwater"
"132141","cheese"
"132143","cheese"
"132146","cheese"
"132147","cheese"
"132148","cheese"
"132166","herb/spice"
"132327","cheese"
"132328","cheese"
"132335","cow, shellfish"
"13234","cow"
"132340","vegetable, shellfish"
"132344","cow"
"132392","cow"
"132394","berry"
"132427","milk"
"132461","cow, pig"
"132485","cow, shellfish, yogurt"
"132488","herb/spice"
"132521","milk, cheese"
"132587","cheese"
"132640","cheese"
"132643","cow"
"132671","milk, cream"
"132701","cow, fish_freshwater"
"132859","cow"
"133029","milk, shellfish, poultry, pig"
"133082","berry"
"133138","herb/spice, flower"
"133145","cow, shellfish"
"133242","cheese"
"133244","cheese"
"13328","mushroom, egg_poultry, poultry, cheese"
"133284","cheese"
"13331","multifruit, yogurt"
"133364","cow, shellfish, poultry, pig, yogurt"
"133390","milk"
"133435","cow, drupe"
"133509","milk"
"133518","cow"
"133559","milk, yogurt, cheese"
"133561","cheese"
"133616","cheese"
"133744","cow, fish_freshwater"
"133757","cheese"
"133820","milk, cream"
"133875","cheese"
"133883","grain/grass"
"133900","herb/spice"
"133975","milk, cheese"
"133977","cheese"
"134065","vegetable"
"134072","cow"
"134090","milk, yogurt, cheese"
"1341","drupe_aggregate, pseudocarp"
"134178","pome, cow, fish_freshwater"
"134213","cow, milk, cream"
"134226","cheese"
"134230","cheese"
"134231","cheese"
"134239","herb/spice"
"134256","pome"
"134261","cow"
"134287","shellfish"
"134292","cow"
"134318","herb/spice, multifruit"
