"feature","category"
"102407","vegetable/herb"
"102409","vegetable/herb"
"102435","meat, seafood, poultry"
"102452","vegetable/herb"
"102467","poultry"
"102525","meat"
"102527","meat"
"102544","meat"
"102545","poultry"
"102605","meat, seafood, poultry"
"102617","legume"
"102623","meat"
"102627","dairy"
"102636","meat"
"102653","meat"
"102683","fleshy fruit"
"102712","vegetable/herb, seed"
"102769","seafood, dairy"
"102776","dairy"
"102824","dairy"
"102876","fleshy fruit"
"102902","vegetable/herb, seed, legume"
"102904","vegetable/herb"
"102909","vegetable/herb"
"102925","fleshy fruit"
"102951","vegetable/herb"
"102987","fleshy fruit"
"102988","fleshy fruit"
"103004","dairy"
"103012","meat"
"103030","seafood, dairy"
"103070","meat"
"103101","grain/grass"
"103105","meat, seafood"
"103109","fleshy fruit"
"1032","legume, dairy"
"103239","meat"
"103244","meat"
"103256","legume, dairy, poultry"
"103266","dairy"
"103298","seafood"
"103305","fleshy fruit"
"103316","fleshy fruit"
"103323","meat"
"103333","meat, seafood, poultry"
"103342","dairy"
"103401","vegetable/herb"
"103431","seafood, poultry"
"103456","vegetable/herb"
"10346","fleshy fruit"
"103481","meat, seafood"
"103492","fleshy fruit"
"103592","fleshy fruit"
"103594","fleshy fruit"
"103597","meat"
"10365","meat"
"103654","dairy"
"103668","fleshy fruit"
"103679","dairy"
"103687","seafood, legume"
"10369","fleshy fruit"
"103725","dairy"
"103727","dairy"
"103760","meat, seafood, poultry"
"10378","fleshy fruit"
"10379","fleshy fruit"
"10381","fleshy fruit"
"10382","fleshy fruit, legume"
"103901","fleshy fruit"
"103920","vegetable/herb"
"103946","fleshy fruit"
"103950","dairy"
"103974","meat"
"104006","fleshy fruit"
"104010","meat"
"104042","vegetable/herb"
"104044","fungi, legume"
"10406","fungi, meat"
"10409","fleshy fruit"
"104094","dairy"
"104104","meat, poultry"
"104110","fleshy fruit"
"104131","fleshy fruit"
"10423","fleshy fruit, legume"
"104234","meat"
"104261","seafood"
"104276","fleshy fruit"
"104287","meat"
"104295","meat"
"10430","fungi, meat"
"104315","fleshy fruit"
"104317","vegetable/herb"
"104325","fleshy fruit"
"104330","seafood"
"104346","meat"
"104351","meat, dairy"
"10437","dairy"
"1044","fungi, grain/grass, seafood, dairy"
"104437","fleshy fruit"
"104446","vegetable/herb"
"104450","meat, seafood"
"104472","fleshy fruit, seed"
"104485","vegetable/herb"
"104496","fleshy fruit"
"1045","fleshy fruit, seed"
"104535","seafood"
"104538","fleshy fruit"
"104539","seafood"
"104571","fleshy fruit"
"10462","fleshy fruit"
"10465","fleshy fruit"
"104657","dairy"
"104658","dairy"
"104668","seafood"
"104699","vegetable/herb"
"10474","fleshy fruit"
"104759","seafood"
"104779","fleshy fruit"
"104790","meat"
"104804","seafood, poultry"
"104805","meat"
"104813","fleshy fruit, vegetable/herb"
"104815","fleshy fruit"
"104858","fleshy fruit"
"104875","fleshy fruit"
"104893","grain/grass"
"104896","seafood"
"104909","fleshy fruit"
"104915","legume"
"104930","vegetable/herb"
"104945","meat"
"104954","seafood"
"1050","fleshy fruit, seed"
"105072","meat"
"105075","dairy"
"105076","grain/grass, seafood, dairy"
"105080","legume"
"105085","vegetable/herb"
"105141","fleshy fruit"
"105200","fleshy fruit"
"105207","meat"
"105232","meat"
"105233","vegetable/herb"
"105257","fleshy fruit"
"10527","fleshy fruit"
"105293","meat"
"1053","meat, seafood, egg, poultry"
"105307","fleshy fruit"
"105364","fleshy fruit"
"105365","meat, seafood, poultry"
"105369","fleshy fruit"
"105373","fleshy fruit"
"105392","meat"
"10540","meat"
"105441","fleshy fruit"
"105443","fleshy fruit"
"105444","fleshy fruit"
"10547","fleshy fruit"
"105533","vegetable/herb"
"105543","meat"
"105575","fleshy fruit, grain/grass"
"105643","dairy"
"105647","meat"
"105674","grain/grass"
"105691","meat, seafood, poultry"
"105696","meat, grain/grass, seafood, dairy"
"10570","meat, grain/grass, legume"
"10571","meat"
"105721","meat"
"105763","fleshy fruit"
"105780","fleshy fruit"
"105826","meat"
"10583","fleshy fruit"
"105833","dairy"
"105858","fleshy fruit"
"1059","meat, seafood, egg, poultry"
"105902","meat, dairy"
"105909","vegetable/herb"
"105911","fleshy fruit"
"105941","dairy"
"105957","fleshy fruit"
"105981","fleshy fruit"
"105993","meat"
"106022","fleshy fruit"
"106077","fleshy fruit"
"10609","fleshy fruit"
"106119","fleshy fruit"
"106171","seafood"
"106199","fleshy fruit"
"106205","meat, dairy"
"106226","seafood, poultry"
"106238","meat"
"106256","dairy"
"10627","fleshy fruit"
"106271","vegetable/herb"
"106293","meat"
"106295","meat, dairy, poultry"
"10639","vegetable/herb"
"1064","fungi, meat, legume, egg"
"106452","dairy"
"1065","dairy"
"10650","meat"
"1066","fleshy fruit, seed"
"106601","fungi, meat, seafood, poultry"
"106632","seafood"
"106683","seafood"
"106686","seafood"
"106710","vegetable/herb"
"106782","meat, poultry"
"106792","seafood"
"106793","seafood"
"106795","seafood"
"10680","fleshy fruit, legume"
"106813","legume"
"10683","grain/grass, legume"
"106879","vegetable/herb"
"106898","meat"
"106902","meat"
"107008","dairy"
"107022","meat"
"107074","meat"
"107103","meat"
"10714","meat"
"107162","fleshy fruit"
"107169","meat"
"107201","meat"
"107241","meat"
"107257","fleshy fruit"
"107279","fleshy fruit, seed"
"1073","meat, seafood, poultry"
"107337","dairy"
"10734","meat"
"107343","dairy"
"107411","fleshy fruit"
"107444","vegetable/herb"
"107459","meat, seafood, poultry"
"107530","fleshy fruit"
"107544","meat"
"10755","fleshy fruit"
"107569","vegetable/herb"
"107594","meat"
"107606","meat"
"107607","meat"
"107621","vegetable/herb, legume"
"107685","meat"
"107711","fleshy fruit"
"107722","vegetable/herb"
"107750","fleshy fruit"
"107767","seafood"
"107780","fleshy fruit"
"107788","meat"
"107804","grain/grass, seed"
"10783","fleshy fruit"
"107881","fleshy fruit"
"107943","meat"
"10795","fleshy fruit"
"107950","meat, seafood, dairy"
"107963","fleshy fruit"
"107965","fleshy fruit"
"107998","meat"
"108024","dairy"
"108044","dairy"
"108046","dairy"
"108047","dairy"
"108054","poultry"
"108059","dairy"
"108085","fleshy fruit"
"108097","fleshy fruit"
"108165","grain/grass"
"108216","dairy"
"108231","fleshy fruit"
"108254","meat"
"108267","vegetable/herb"
"108275","vegetable/herb"
"1083","fleshy fruit, seed"
"108315","fleshy fruit"
"108316","dairy"
"108348","dairy"
"108350","fleshy fruit"
"108423","meat"
"108455","grain/grass, poultry"
"108456","seafood, poultry"
"108463","meat"
"108469","fleshy fruit"
"10850","meat"
"10851","legume"
"108531","fleshy fruit"
"108600","seafood, poultry"
"108644","fungi, meat"
"108665","dairy"
"108696","dairy"
"108703","meat"
"108709","fleshy fruit"
"108735","meat"
"108763","fleshy fruit"
"108790","fleshy fruit"
"108794","fleshy fruit"
"1088","meat, seafood, poultry"
"108816","seafood"
"108887","fleshy fruit"
"108903","meat"
"108923","dairy"
"108952","vegetable/herb, dairy"
"108974","fleshy fruit"
"109004","poultry"
"109019","meat, seafood"
"109034","meat"
"109058","meat"
"109103","dairy"
"10911","meat, seafood, seed, poultry"
"10912","fungi, meat, seafood, legume"
"109175","fleshy fruit"
"109234","meat"
"109242","seafood"
"109249","fleshy fruit"
"109255","grain/grass"
"10928","fungi, meat, legume, dairy"
"109289","meat"
"109308","dairy"
"109343","vegetable/herb"
"109354","meat"
"109369","grain/grass"
"109415","vegetable/herb, legume"
"109419","meat"
"10943","meat"
"109454","meat"
"109461","fleshy fruit"
"109482","meat"
"109497","poultry"
"109518","dairy"
"109521","seafood"
"10956","fungi, meat, legume"
"109572","vegetable/herb, seafood"
"109605","meat, poultry"
"109610","vegetable/herb"
"109623","seafood, poultry"
"109641","seafood, poultry"
"109680","dairy"
"109695","meat"
"109706","fleshy fruit"
"109761","meat, seafood, egg, poultry"
"109784","meat"
"1098","fleshy fruit, seed"
"10981","meat"
"109845","egg"
"109849","seafood, poultry"
"109851","fleshy fruit"
"109854","fleshy fruit"
"109862","meat"
"109878","meat"
"109921","vegetable/herb, legume"
"109944","fleshy fruit"
"109967","meat, seafood"
"110003","meat"
"110015","meat, seafood, poultry"
"11004","fleshy fruit"
"110091","dairy"
"110110","meat"
"110121","fleshy fruit"
"110140","seafood"
"110179","meat"
"110189","meat"
"110258","fleshy fruit"
"11029","fleshy fruit"
"1103","meat, seafood, poultry"
"110334","meat"
"110338","meat"
"110344","meat"
"110367","meat, seafood, poultry"
"110488","meat, seafood"
"110533","meat"
"110553","fleshy fruit"
"11059","seafood, legume"
"110636","meat"
"110699","poultry"
"11073","meat, seafood, poultry"
"110747","vegetable/herb"
"110806","fleshy fruit"
"110810","vegetable/herb"
"110812","poultry"
"110820","seafood, poultry"
"110945","vegetable/herb"
"110993","fleshy fruit"
"111017","meat"
"111057","dairy"
"111069","meat"
"111089","meat"
"111092","meat"
"111128","vegetable/herb"
"111154","seafood"
"111155","seafood"
"111168","meat, seafood, poultry"
"111169","meat, seafood, poultry"
"111171","meat, seafood, poultry"
"111175","seafood, dairy"
"111199","meat, poultry"
"11123","fungi, meat, seafood, legume"
"111247","fleshy fruit"
"11125","meat"
"111254","grain/grass, poultry"
"111325","meat"
"11135","meat"
"111391","meat"
"111399","dairy"
"111436","fleshy fruit"
"111488","fleshy fruit"
"111495","fleshy fruit"
"111501","dairy"
"111503","dairy"
"111547","meat"
"111578","meat"
"111613","fleshy fruit"
"111617","meat, seafood"
"111619","fleshy fruit"
"111620","meat, seafood, poultry"
"111625","fleshy fruit"
"111642","vegetable/herb"
"111666","meat, seafood, poultry"
"111668","meat, seafood, egg"
"111708","vegetable/herb"
"111729","meat, seafood"
"111736","meat"
"111780","meat"
"11180","meat"
"11183","fleshy fruit"
"111840","meat"
"111841","fleshy fruit"
"111882","vegetable/herb"
"11190","meat"
"111909","grain/grass"
"111910","grain/grass"
"111931","fleshy fruit"
"111992","meat, legume"
"111997","vegetable/herb"
"11200","fleshy fruit"
"112014","fleshy fruit"
"112015","fleshy fruit"
"112028","dairy"
"112048","fleshy fruit"
"112081","meat, poultry"
"112092","meat"
"112128","meat"
"112130","grain/grass"
"112152","dairy"
"112170","vegetable/herb"
"112205","meat"
"112225","vegetable/herb"
"112230","fleshy fruit"
"112252","dairy"
"112256","dairy"
"112261","meat"
"112281","meat, seafood"
"112298","fleshy fruit"
"112299","fleshy fruit"
"112309","meat"
"11234","meat, legume"
"112409","meat"
"112416","meat"
"112437","meat, grain/grass, seafood, dairy"
"112457","meat"
"112471","poultry"
"112472","meat"
"11248","fleshy fruit"
"112497","fleshy fruit"
"112554","meat"
"112587","vegetable/herb"
"112611","vegetable/herb"
"112616","fleshy fruit"
"11264","fleshy fruit"
"112641","seafood"
"112676","meat, seafood, poultry"
"112683","dairy"
"112724","fleshy fruit"
"112774","meat"
"112781","meat, grain/grass, seed"
"11279","meat"
"112797","vegetable/herb"
"11281","fleshy fruit"
"112828","fleshy fruit"
"112887","fungi, meat"
"112905","seafood, poultry"
"112964","fleshy fruit"
"113016","fleshy fruit"
"113066","meat"
"113072","meat"
"11309","fleshy fruit"
"113114","dairy"
"113117","dairy"
"113161","fleshy fruit"
"113174","meat, seafood, legume, poultry"
"11319","fungi, meat, poultry"
"113204","fleshy fruit"
"113269","dairy"
"113289","meat, seafood, poultry"
"11330","fleshy fruit"
"113363","meat, poultry"
"113495","fleshy fruit"
"113504","meat"
"113508","fleshy fruit"
"113523","fleshy fruit"
"113527","meat, dairy"
"113554","meat, seafood, poultry"
"11360","meat"
"113618","fleshy fruit"
"113640","dairy"
"113647","fleshy fruit"
"113654","dairy"
"11369","fleshy fruit"
"113693","fleshy fruit"
"113699","fleshy fruit"
"113703","seafood, poultry"
"113776","meat"
"113777","dairy"
"113793","vegetable/herb"
"113818","meat, seafood"
"113887","poultry"
"113918","vegetable/herb"
"113940","vegetable/herb"
"113964","dairy"
"113979","dairy"
"114043","meat"
"114054","fleshy fruit"
"114074","meat"
"114099","meat"
"114100","vegetable/herb"
"114115","meat"
"114123","vegetable/herb, dairy"
"114154","meat"
"114161","fleshy fruit, vegetable/herb"
"114163","dairy"
"114170","dairy"
"114192","fleshy fruit"
"114241","dairy"
"114282","fleshy fruit"
"114311","seafood"
"114351","fleshy fruit"
"114357","meat"
"114358","meat"
"114445","fleshy fruit"
"114448","fleshy fruit"
"114457","meat"
"114459","meat"
"114461","meat"
"114469","meat"
"114472","meat"
"114473","meat, seafood"
"114475","meat"
"114493","fleshy fruit, seed"
"114494","fleshy fruit, legume"
"11451","fleshy fruit"
"114511","seafood"
"11454","fleshy fruit"
"114546","seafood"
"114556","vegetable/herb"
"114576","fleshy fruit"
"114584","meat"
"114596","fleshy fruit"
"114597","fleshy fruit"
"1146","meat"
"114602","dairy"
"114623","dairy"
"11468","seafood, legume, poultry"
"114687","fleshy fruit, seed"
"114737","meat"
"114752","fleshy fruit"
"114770","meat"
"114844","vegetable/herb"
"114919","vegetable/herb"
"115000","fleshy fruit"
"115007","meat, poultry"
"115012","dairy"
"11502","vegetable/herb, legume"
"115039","meat, seafood, poultry"
"115071","dairy"
"115101","fleshy fruit"
"115115","meat"
"115116","meat"
"11513","fleshy fruit"
"115140","meat, dairy"
"115141","fleshy fruit"
"115142","dairy"
"115143","dairy"
"11515","meat"
"11517","fleshy fruit"
"115193","meat"
"1152","meat, seafood, poultry"
"115207","meat"
"115253","meat"
"115278","dairy, poultry"
"115295","dairy"
"11531","fleshy fruit"
"115323","dairy"
"11542","fleshy fruit"
"115428","meat"
"115445","meat"
"11549","fleshy fruit"
"115521","fleshy fruit"
"115577","meat, seafood, poultry"
"115612","dairy"
"115613","meat"
"115616","dairy"
"115617","seafood"
"115622","meat, legume"
"11564","fleshy fruit"
"115651","meat"
"115655","meat, poultry"
"115674","fleshy fruit, legume"
"115690","fleshy fruit"
"11571","fleshy fruit"
"115718","meat, seafood, poultry"
"115719","meat"
"115721","meat"
"115728","meat"
"115785","meat"
"115798","dairy"
"11583","meat, seafood"
"115933","dairy"
"115965","meat"
"115968","dairy"
"11597","fleshy fruit"
"115980","meat"
"116015","meat"
"116084","fleshy fruit"
"11616","fleshy fruit, legume"
"116177","seafood, dairy"
"11618","fleshy fruit"
"116231","meat"
"11626","fleshy fruit"
"11629","fleshy fruit, legume"
"11635","dairy"
"116353","egg"
"116356","meat"
"116359","meat, poultry"
"116389","vegetable/herb"
"116425","vegetable/herb"
"116517","fleshy fruit"
"116518","meat"
"116526","vegetable/herb"
"116625","meat, poultry"
"116626","meat, seafood"
"116691","seafood, poultry"
"1167","seafood, poultry"
"11670","meat"
"116703","vegetable/herb, dairy"
"11671","fleshy fruit"
"116870","meat"
"116873","dairy"
"116876","fungi, meat, seed"
"116946","meat, seafood, poultry"
"116947","meat"
"116955","meat, legume, dairy, poultry"
"116992","dairy"
"116995","vegetable/herb"
"117006","meat"
"117076","meat, seafood, legume, dairy, poultry"
"117090","meat"
"11711","meat"
"117213","dairy"
"117231","dairy"
"11724","fleshy fruit, seed"
"117366","fleshy fruit"
"117376","dairy"
"117382","fleshy fruit"
"117404","fleshy fruit"
"117420","fleshy fruit"
"11744","fleshy fruit"
"11747","meat"
"117486","fleshy fruit"
"117496","fleshy fruit"
"117553","vegetable/herb"
"117579","fleshy fruit"
"11758","meat, grain/grass, legume"
"117597","vegetable/herb, seafood"
"117624","meat"
"117649","fleshy fruit"
"117668","meat"
"117676","fleshy fruit"
"117679","meat"
"117716","fleshy fruit"
"117723","fleshy fruit"
"117752","meat, grain/grass"
"1178","vegetable/herb"
"117837","vegetable/herb"
"117864","meat"
"1179","fleshy fruit"
"117906","meat"
"11792","fleshy fruit, legume"
"117922","meat"
"117932","vegetable/herb"
"11794","fleshy fruit"
"117979","meat"
"11800","fleshy fruit"
"118031","dairy"
"118047","fleshy fruit"
"11807","meat"
"118074","fleshy fruit"
"118079","fleshy fruit"
"118161","fleshy fruit"
"118171","seafood"
"118175","dairy"
"118242","fleshy fruit, poultry"
"118278","vegetable/herb"
"118283","fleshy fruit"
"11829","legume"
"118340","meat"
"118383","dairy"
"11839","fleshy fruit, fungi, seed"
"11843","fleshy fruit"
"118460","vegetable/herb"
"118473","fleshy fruit"
"118482","fleshy fruit"
"1185","fungi"
"11852","fungi, meat"
"118524","vegetable/herb"
"118538","seafood"
"118571","fleshy fruit, seed"
"118619","meat"
"118714","vegetable/herb"
"11887","fleshy fruit"
"118898","meat, seafood, legume"
"118991","meat"
"11900","fleshy fruit"
"11905","meat"
"119157","fleshy fruit"
"1192","seafood"
"11921","fleshy fruit, fungi"
"11922","seafood"
"119255","vegetable/herb"
"119267","dairy"
"119287","fleshy fruit"
"119290","fleshy fruit"
"119294","meat"
"119296","vegetable/herb"
"119298","fleshy fruit"
"119317","fungi, egg"
"119346","vegetable/herb"
"119364","fleshy fruit"
"119393","meat, seafood, dairy, poultry"
"119415","fleshy fruit"
"119440","fleshy fruit, seafood, poultry"
"119477","vegetable/herb, seed"
"119505","fungi, meat, dairy, egg"
"119513","fleshy fruit, legume"
"119518","fleshy fruit"
"119557","meat, seafood, poultry"
"119567","dairy"
"119647","fleshy fruit"
"119695","meat, seafood, poultry"
"119696","meat, seafood, dairy, poultry"
"119707","dairy"
"119736","vegetable/herb"
"119749","meat"
"11975","fleshy fruit, legume"
"119753","meat"
"119762","fleshy fruit"
"119787","fleshy fruit"
"119794","vegetable/herb"
"119837","meat, poultry"
"119870","fleshy fruit"
"119882","vegetable/herb, poultry"
"11995","fleshy fruit"
"119964","dairy"
"119978","dairy"
"119983","meat, grain/grass, seafood"
"119997","dairy"
"120005","meat, dairy, egg, poultry"
"120006","meat, poultry"
"120058","meat"
"120069","fleshy fruit"
"12009","fleshy fruit"
"120091","seafood, poultry"
"120170","grain/grass"
"120181","vegetable/herb, seed"
"120216","dairy"
"120322","dairy"
"120324","dairy"
"120326","dairy"
"120333","meat, dairy"
"120345","fleshy fruit"
"120358","meat"
"120383","meat"
"120386","meat"
"120387","meat"
"120440","meat"
"120445","meat, seafood"
"120460","meat"
"120568","meat, seafood"
"120597","dairy"
"120648","meat"
"120649","meat"
"120674","meat"
"120681","meat, poultry"
"120732","vegetable/herb"
"12078","meat, legume, poultry"
"120809","dairy"
"120816","dairy"
"120839","meat"
"120879","dairy"
"12088","legume, dairy"
"120953","fleshy fruit"
"120975","dairy"
"12098","fleshy fruit"
"121048","fleshy fruit"
"121155","meat, poultry"
"121189","meat, poultry"
"121214","meat, seafood, poultry"
"12125","legume"
"121272","fleshy fruit"
"121274","meat"
"121295","meat"
"121322","meat"
"121407","fleshy fruit"
"121450","legume"
"121454","fleshy fruit"
"121533","vegetable/herb"
"12161","vegetable/herb"
"121651","meat, grain/grass, seafood"
"12168","fleshy fruit"
"121728","meat, seafood, poultry"
"121759","meat"
"12186","fleshy fruit, legume"
"12188","dairy"
"121906","meat, seafood, poultry"
"12191","meat"
"122072","seafood"
"122081","vegetable/herb, seafood, poultry"
"122103","dairy"
"122105","dairy"
"122106","dairy"
"122140","fleshy fruit"
"122155","meat"
"122200","meat"
"122221","meat"
"122250","dairy"
"122260","meat"
"122295","meat"
"122302","vegetable/herb"
"122464","fleshy fruit"
"122483","meat"
"122496","fleshy fruit"
"122515","dairy"
"122563","meat, poultry"
"122601","fleshy fruit"
"122603","meat"
"122658","fleshy fruit"
"122668","poultry"
"122730","fleshy fruit"
"122733","meat"
"122757","meat"
"122758","meat"
"122771","dairy"
"122809","meat, dairy, poultry"
"122851","meat"
"122868","dairy"
"122900","seafood, poultry"
"122914","meat, seafood, egg"
"122915","meat, poultry"
"122944","meat, seafood"
"123121","legume"
"123182","meat, seafood"
"123184","meat, grain/grass, seafood, poultry"
"123217","meat"
"12323","fleshy fruit"
"123248","dairy"
"123414","dairy"
"123484","meat"
"123486","fleshy fruit"
"12356","meat"
"123572","fleshy fruit"
"123637","fleshy fruit, legume"
"123645","meat"
"123743","meat, poultry"
"123748","meat"
"123851","meat, seafood"
"123853","meat, seafood"
"123963","fleshy fruit"
"123967","dairy"
"123978","dairy"
"123996","dairy, poultry"
"124070","meat"
"124093","seafood"
"124109","meat, seafood"
"124282","fleshy fruit"
"124339","fungi, meat"
"124356","vegetable/herb"
"12445","fleshy fruit"
"124521","meat"
"124533","fleshy fruit"
"124598","meat"
"124685","meat, seafood"
"12474","meat"
"124801","meat, grain/grass"
"124924","meat"
"124953","fleshy fruit"
"12499","fungi, grain/grass, legume"
"12505","fleshy fruit"
"125050","seafood"
"12507","meat, seafood, poultry"
"12509","fleshy fruit"
"125109","dairy"
"12514","fungi, meat, legume, poultry"
"125174","seafood"
"125190","dairy"
"125286","fleshy fruit"
"125421","meat"
"125424","vegetable/herb"
"125444","dairy"
"125454","fleshy fruit"
"125529","dairy"
"125531","dairy"
"125532","dairy"
"125581","vegetable/herb"
"125640","dairy"
"12570","fleshy fruit"
"12571","fleshy fruit, legume"
"125769","fleshy fruit"
"125778","meat"
"12584","meat, grain/grass, seafood, dairy"
"12599","fleshy fruit, seed"
"12601","fleshy fruit"
"126012","meat"
"126090","seafood"
"126103","dairy"
"126142","meat"
"12615","dairy"
"126220","meat"
"126250","fleshy fruit"
"126265","meat"
"126309","meat"
"126355","meat"
"126378","meat, poultry"
"126381","meat"
"126383","meat"
"126395","meat"
"126426","meat"
"12646","vegetable/herb"
"126463","meat"
"126468","meat"
"126472","fungi"
"126497","meat"
"126511","meat, seafood"
"126517","meat"
"126518","meat, seafood"
"126519","dairy"
"126541","meat"
"126552","meat"
"126570","meat, poultry"
"126578","meat"
"126630","meat"
"126635","meat"
"126638","meat"
"126665","meat"
"126700","vegetable/herb"
"12677","meat, seafood"
"126791","dairy"
"126794","meat"
"126843","meat"
"126890","meat, seafood, poultry"
"126891","grain/grass, seafood, poultry"
"126946","meat"
"126955","vegetable/herb"
"12699","seed, legume"
"127021","meat"
"127027","fleshy fruit, fungi"
"127034","seafood"
"127062","meat"
"127065","meat, dairy"
"127098","meat, seafood, poultry"
"1271","meat"
"127132","dairy"
"127204","meat"
"127248","meat"
"127330","fleshy fruit"
"127348","meat"
"12736","fleshy fruit"
"12737","meat, legume"
"127392","fleshy fruit"
"127406","meat"
"12741","meat"
"127436","meat, egg, poultry"
"12745","fleshy fruit"
"127460","vegetable/herb"
"127468","fleshy fruit"
"127487","dairy"
"12749","meat, grain/grass, egg"
"127504","fleshy fruit"
"12752","meat, seafood, poultry"
"12754","fleshy fruit, fungi, legume"
"127560","fleshy fruit"
"127776","meat"
"127804","fleshy fruit"
"127826","fleshy fruit, legume"
"127876","fleshy fruit"
"127921","fleshy fruit"
"127944","meat, seafood, poultry"
"12797","fleshy fruit"
"127981","fleshy fruit"
"128075","fleshy fruit"
"128118","dairy"
"128140","seafood, dairy"
"128165","fleshy fruit"
"128179","dairy"
"128212","fleshy fruit"
"12822","legume"
"128408","fleshy fruit"
"12853","fleshy fruit"
"128539","meat"
"12860","meat, seafood"
"128651","meat, seafood"
"128693","fleshy fruit"
"128698","seafood"
"128721","meat"
"128758","meat"
"128768","dairy"
"128798","dairy"
"128830","meat, seafood"
"12887","meat, seafood, poultry"
"128908","meat, seafood"
"128909","meat"
"12893","fleshy fruit"
"128985","vegetable/herb"
"12900","meat, seafood, poultry"
"129082","fleshy fruit"
"129104","meat"
"12914","fleshy fruit, legume"
"12915","fleshy fruit"
"129183","fleshy fruit"
"129211","meat, seafood, poultry"
"129217","dairy, poultry"
"129222","meat, poultry"
"129363","meat, seafood, poultry"
"129366","meat"
"129408","fleshy fruit"
"129517","seafood, poultry"
"12958","meat"
"129590","poultry"
"12960","meat"
"129845","vegetable/herb"
"130001","fleshy fruit"
"13014","meat, dairy, egg"
"130216","fleshy fruit"
"13025","fleshy fruit"
"130283","fleshy fruit"
"130302","dairy"
"130362","meat"
"13045","meat, seafood, poultry"
"130458","meat, grain/grass, seafood"
"13050","meat, poultry"
"130603","meat"
"13063","fungi, seafood, egg, poultry"
"130645","fleshy fruit"
"130655","seafood, legume, poultry"
"130662","meat"
"13071","fleshy fruit"
"13078","fungi, legume, poultry"
"130869","seafood"
"130875","dairy"
"130936","fleshy fruit"
"130979","seafood"
"131","meat"
"13105","fleshy fruit, meat"
"131077","fleshy fruit"
"131101","meat, poultry"
"131114","meat, seafood"
"131120","meat, grain/grass, seafood, poultry"
"131229","meat"
"131291","meat"
"13136","dairy"
"13143","legume, dairy, poultry"
"131430","meat"
"131431","meat, seafood, poultry"
"13148","fleshy fruit"
"131500","fleshy fruit"
"131518","dairy"
"131520","dairy"
"131528","dairy"
"131631","seafood"
"131699","vegetable/herb"
"13171","fungi, meat, legume, dairy, egg"
"13173","meat"
"131763","legume"
"131765","fleshy fruit"
"13180","meat"
"131801","dairy"
"131809","dairy"
"13182","meat"
"13187","meat, seafood, poultry"
"13188","fungi, legume, poultry"
"131885","vegetable/herb"
"13190","meat, seafood"
"131909","dairy"
"13193","fungi, meat"
"131932","fleshy fruit"
"131970","dairy"
"131985","fleshy fruit"
"132018","dairy"
"13205","fungi, meat, legume, dairy, egg"
"132054","dairy"
"132055","seafood, dairy"
"132147","dairy"
"132166","vegetable/herb"
"132327","dairy"
"132328","dairy"
