"feature","category"
"136963","cheddar cheese"
"137031","onion, turmeric, bay leaf, spice, oregano, avocado, lavender, curry plant"
"137042","milk_cow, yogurt_cow, cream"
"137065","garlic, bean, Tilapia, chicken, sumac"
"137158","cheddar cheese"
"137160","cheddar cheese"
"137161","cheddar cheese"
"137164","cheddar cheese"
"137165","cheddar cheese"
"137282","beef, trout, salmon, langostino, wheat"
"137325","borage leaf, lemon balm"
"137347","milk_cow, cream"
"13750","raspberry, strawberry, bean, cocoa seed, avocado, borage flower"
"137507","walnut, turmeric, anise, cardamom, bay leaf, Spenach, ginger, cocoa seed, oregano, poppy seed"
"137527","cheddar cheese"
"137616","beef, trout, Tilapia, tarragon"
"137639","betel nut leaf, strawberry, anise, olive, bay leaf, legume, cloves"
"137681","cheddar cheese"
"137685","pear, onion, turmeric, anise, olive, cardamom, spice, ginger, oregano"
"137712","egg_chicken, chicken"
"137718","turmeric, anise, bay leaf, oregano, avocado"
"137724","beef"
"137728","walnut, peanut, cardamom, bay leaf, spice, cocoa seed, oregano, avocado, poppy seed"
"137793","grape_fermented, bean, lentil, anise, olive, spice, oregano"
"1378","tomato, blueberry, cardamom, banana, persimmon, eggplant"
"137809","sage, strawberry, cardamom, oregano, guava"
"137812","oat"
"137816","rosemary"
"137891","beef, bean, shrimp, guava"
"137963","yogurt_cow, cheddar cheese"
"137965","cheddar cheese"
"137969","cheddar cheese"
"137971","onion, turmeric, ginger, oregano, avocado, betel nut, lavender"
"138081","beef"
"138112","blueberry, cherry, bean, basil, anise, oregano, mint, squash blossom, lemon balm, cloves"
"138229","cheddar cheese"
"138281","wheat, lavender, borage leaf"
"138284","wheat"
"138333","walnut, cardamom, Spenach, ginger, lavender"
"138341","walnut, Spenach, avocado"
"138380","sage"
"138385","beef"
"138388","turmeric, lentil, olive, cardamom, bay leaf, legume, Spenach, ginger"
"138428","turmeric"
"138433","raspberry"
"138437","broccoli, betel nut leaf, turmeric, corn, anise, olive, bay leaf, Spenach, oregano"
"138446","trout, grain_fermented"
"138447","beef, corn, langostino, veal"
"13845","fig, chive blossom"
"138483","beef"
"138546","pepper, peanut"
"138555","cheddar cheese"
"138563","bay leaf, butter, Spenach, avocado"
"138626","beef, salmon, chicken, langostino, wheat, canola"
"138662","pepper"
"138681","turmeric, bay leaf, butter, Spenach, avocado"
"138713","yogurt_cow, cheddar cheese"
"138745","grape_fermented, Spenach, ginger, cocoa seed, oregano"
"138769","onion, turmeric, anise, bay leaf, legume, butter, Spenach, oregano, lavender"
"138770","cilantro, yogurt_cow, mint"
"138832","peanut, sesame"
"138845","beef"
"13889","blueberry, pine nut, mango, grape_fermented, peanut, lentil, bay leaf, cranberry, oregano, avocado, betel nut"
"138896","walnut, pine nut, grape_fermented, lentil, anise, olive, cardamom, bay leaf, legume, butter, Spenach, lemon balm"
"138949","borage leaf"
"138965","cheddar cheese"
"138966","milk_cow"
"139","bean, lentil, bay leaf, Spenach"
"139038","sage, pepper, olive, cardamom, oregano"
"139060","cheddar cheese"
"13907","langostino, parsley"
"139134","walnut, grape_fermented, peanut, lentil, anise, cardamom, bay leaf, butter, Spenach, ginger, oregano, avocado, mint"
"139178","broccoli, rice, arugula, cilantro, cauliflower, olive, bay leaf, Spenach, parsley"
"139180","cheddar cheese"
"139241","pine nut, turmeric, grape_fermented, cardamom, legume, oregano, avocado, lavender"
"139259","chicken, potato, cheddar cheese"
"139311","olive, cardamom, bay leaf, oregano, avocado, lavender"
"139328","arugula, turmeric, peanut, lentil, anise, olive, bay leaf, butter, Spenach, ginger"
"139355","basil, cocoa seed"
"13939","beef"
"139401","bean"
"139435","beef, veal"
"13948","beef"
"139542","anise, olive, bay leaf, legume, Spenach, oregano, avocado"
"139551","walnut, turmeric, lentil, bay leaf, legume, Spenach"
"139601","chicken, brussel sprout"
"139605","beef, salmon, chicken, langostino, avocado, potato, veal"
"139608","milk_cow, Tilapia"
"139675","bean"
"139715","walnut, pine nut, turmeric, grape_fermented, peanut, lentil, anise, olive, cardamom, bay leaf, legume, butter, Tilapia, salmon, pig"
"139716","beef"
"139768","beef"
"139776","cheddar cheese"
"139785","beef"
"139809","mushroom, cucumber, cream, apricot"
"139833","beef"
"139850","beef, shrimp"
"139858","beef, Tilapia, salmon, wheat"
"139899","cheddar cheese"
"139900","milk_goat, cheddar cheese"
"139912","arugula"
"139931","beef"
"139962","beef"
"139974","mint"
"139997","pear, blueberry, apple, anise, bay leaf, oregano, lavender"
"140029","basil"
"140030","lentil, chive blossom"
"140083","broccoli, walnut, pine nut, turmeric, peanut, anise, olive, cardamom, bay leaf, spice, Spenach, ginger, avocado"
"140099","cheddar cheese"
"140102","cocoa seed"
"140104","beef"
"140112","beef, pepper, wheat"
"14012","egg_chicken, apricot"
"14014","beef"
"14015","pea"
"140178","onion"
"140191","broccoli, betel nut leaf, anise, bay leaf, butter, Spenach, oregano, brussel sprout, guava"
"140280","walnut, pine nut, turmeric, oregano, lavender, cloves"
"140422","strawberry, walnut, cardamom, oregano, apricot"
"140423","walnut, celery, peanut, lentil, bay leaf, Spenach, oregano, lavender"
"140466","yogurt_cow, cheddar cheese"
"140524","carrot, corn, milk_cow, wheat, potato, sumac"
"140545","cheddar cheese"
"140561","mushroom, cream"
"140594","bean, peanut"
"140626","walnut, lentil, anise, olive, cardamom, bay leaf, spice, borage leaf"
"140692","pine nut, turmeric, grape_fermented, lentil, anise, olive, bay leaf, Tilapia, salmon, pig"
"140699","yogurt_cow, cheddar cheese"
"14074","mushroom, rice, lentil, anise, cocoa seed, oregano, garlic powder, banana, betel nut"
"140761","walnut, pig, oregano, lemon balm"
"140789","pepper, tarragon"
"140791","milk_cow, yogurt_cow, cheddar cheese"
"140793","basil"
"140795","sage, lavender, kale, thyme"
"140852","garlic"
"140907","pepper, cardamom, oregano, dill flower"
"140952","walnut, olive, bay leaf, legume, butter, Spenach, curry plant"
"140977","yogurt_cow, cheddar cheese"
"141039","cheddar cheese"
"14106","bean"
"141127","bay leaf, oregano"
"141148","cocoa seed"
"141175","grape_fermented, bay leaf, Spenach, avocado"
"141252","cheddar cheese"
"141343","beef, chicken, spinach"
"141344","beef"
"14140","corn"
"141519","basil"
"141540","cheddar cheese"
"141575","poppy seed, sumac"
"141586","yogurt_cow, cheddar cheese"
"141626","cheddar cheese"
"141697","beef"
"14171","carrot, soda, anise, oregano"
"141730","cardamom"
"141749","walnut, bean, olive, avocado, mint, borage leaf, potato leaf"
"141791","salmon"
"141808","salmon, potato, radish greens"
"141840","beef, salmon, chicken, pig"
"141877","beef, Tilapia, salmon, chicken, pig"
"141894","basil, mint"
"141897","cheddar cheese"
"141916","beef, cream"
"141948","pepper, chard"
"141995","beef, Tilapia, salmon, chicken, pig"
"14203","cheddar cheese"
"142042","broccoli, grape_fermented, cardamom, bay leaf, ginger"
"142069","pine nut, turmeric, grape_fermented, anise, olive, bay leaf, legume"
"142084","strawberry"
"142089","bean"
"142120","avocado"
"14214","cloves"
"142158","beef, salmon, chicken, pig"
"142159","cheddar cheese"
"142160","cheddar cheese"
"142171","squash blossom"
"142186","beef"
"14224","cheddar cheese"
"142252","beef"
"142299","walnut, grape_fermented, peanut, lentil, anise, olive, bay leaf, spice, oregano"
"142318","walnut, turmeric, grape_fermented, lentil, anise, olive, cardamom, bay leaf, Tilapia, cocoa seed, oregano, cloves"
"142328","beef, salmon, chicken, pig"
"142338","sage, onion, lavender, curry plant"
"142356","sweet potato"
"142391","sage, olive, cardamom, legume, butter, mint"
"142431","beef, salmon, chicken, pig"
"142454","peanut, lentil, anise, olive, cardamom, legume, Spenach, poppy seed"
"142531","turmeric, lentil, anise, olive, cardamom, bay leaf, butter, cocoa seed, cloves"
"142564","broccoli, cocoa seed, oregano, lavender, cloves"
"142625","walnut, pine nut, lentil, anise, olive, bay leaf, legume, butter, Spenach"
"142659","cucumber"
"142675","marigold"
"142710","shrimp, Tilapia, chicken, sesame seed"
"142721","beef"
"142732","yogurt_cow, cheddar cheese"
"142763","cheddar cheese"
"142779","cheddar cheese"
"142783","beef, salmon, chicken, pig"
"142788","cheddar cheese"
"142798","shrimp, Tilapia, chicken"
"142810","cheddar cheese"
"142836","milk_cow, cheddar cheese"
"142841","beef, salmon, chicken, pig"
"142850","beef, salmon, chicken, pig"
"142868","beef, chicken, pig"
"142875","trout, Tilapia, chicken"
"142885","wheat, yogurt_cow, potato, veal"
"142894","beef, chicken, pig"
"142897","walnut, turmeric, olive, cardamom, cocoa seed, cloves"
"142925","arugula"
"142927","beef, salmon, chicken, pig"
"14294","fig, pepper, lentil, anise, cocoa seed, betel nut"
"142943","arugula"
"142999","spice"
"143037","beef, chicken, pig"
"143044","beef, salmon, chicken, pig"
"143045","beef, basil, salmon, pig"
"14310","grain_fermented"
"143174","carrot"
"143175","beef, chicken, pig"
"143186","walnut, lentil, anise, bay leaf, legume, butter, Spenach, cocoa seed, poppy seed, cloves"
"143211","beef, chicken, pig"
"143219","beef"
"143222","shrimp, Tilapia, chicken, milk_goat"
"143224","milk_cow, shrimp, Tilapia, chicken, milk_goat"
"143225","shrimp, Tilapia, chicken"
"143240","cheddar cheese"
"143255","beef, pig"
"143275","beef, salmon, chicken, pig"
"143278","beef"
"143291","beef, salmon, chicken, pig"
"143310","shrimp, Tilapia, chicken, milk_goat"
"143322","milk_cow, shrimp, Tilapia, chicken"
"143395","celery"
"143435","beef, pig"
"143456","beef, pig"
"143521","beef, pepper, wheat"
"143632","beef, spice, sugarcane, thyme"
"143647","anise, cardamom, bay leaf, legume, ginger, oregano"
"143652","beef, pig"
"143699","bean, oat, spice"
"143756","pine nut, peanut, lentil, anise, olive, cardamom, bay leaf, Spenach"
"143775","milk_cow, cheddar cheese"
"143855","carrot, beef, pea, spice, wheat"
"143856","beef, wheat, betel nut"
"143994","beef"
"14401","cheddar cheese"
"144024","trout, basil, chard, squash blossom, borage leaf, veal, chia"
"144139","cheddar cheese"
"144174","cheddar cheese"
"14419","cheddar cheese"
"14420","cheddar cheese"
"144201","sesame"
"14421","cheddar cheese"
"144232","mango, wheat"
"144295","cheddar cheese"
"144298","cheddar cheese"
"144384","cocoa seed"
"144424","milk_cow, shrimp, wheat"
"144427","milk_cow, langostino, yogurt_cow, cream, lemon balm"
"144497","beef"
"144579","beef"
"144581","cheddar cheese"
"144632","cheddar cheese"
"144635","cheddar cheese"
"144637","cheddar cheese"
"144639","cheddar cheese"
"144648","walnut, grape_fermented, lentil, cardamom, bay leaf, oregano"
"144655","pear, bean, anise, oregano, brussel sprout, squash blossom"
"144747","beef, milk_cow, hing powder"
"14478","beef"
"144929","onion, anise, olive, cardamom, bay leaf, spice, legume, Spenach, ginger, lavender"
"144966","betel nut leaf, melon, grape, avocado"
"144967","anise, olive, cardamom, bay leaf, legume"
"144968","peanut, lentil, anise, olive, cardamom, bay leaf, legume"
"144970","beef, salmon, cheddar cheese"
"144989","cheddar cheese"
"14501","pepper, basil, borage flower"
"145027","carrot, beef, arugula, pea"
"145062","beef"
"145076","arugula, cranberry"
"145109","lentil, anise, olive, cardamom, bay leaf, legume, butter, Spenach"
"145116","beet, beef, milk_cow, salmon, sumac"
"145124","sesame, marjoram"
"145128","pear, beef, milk_goat"
"145148","beef, trout, mango"
"145239","beef, oat, pig, squash"
"145282","blueberry, strawberry, fig, anise, avocado, apricot, guava"
"145319","blueberry, strawberry, fig, anise, avocado, apricot, guava"
"145323","basil"
"145326","trout, egg_chicken"
"145330","pine nut"
"145350","beef, cauliflower"
"145386","blueberry, strawberry, fig, anise, avocado, apricot, guava"
"145400","beef, egg_chicken, salmon, persimmon, cream"
"145426","blueberry, fig, turmeric, anise, avocado, apricot, lavender, guava"
"145434","veal"
"145580","beef, oat, Tilapia, kale, guava"
"145596","milk_cow, cheddar cheese"
"145633","oat"
"145637","beef, arugula, mango, soda, canola"
"145646","betel nut leaf, onion, walnut, grape_fermented, anise, bay leaf, spice, legume, oregano, radish greens, ground cherry, guava, chive stem"
"145648","carrot, pea, milk_cow, egg_chicken"
"145672","cheddar cheese"
"145696","bean, milk_cow"
"14570","beef, milk_cow, yogurt_cow"
"145751","walnut, olive, cardamom, bay leaf, spice, Spenach"
"14578","beef, grape_fermented, chicken, veal"
"145786","shrimp"
"145825","cheddar cheese"
"145828","cheddar cheese"
"145854","beef, salmon, chicken"
"145855","trout, milk_cow, grape"
"145894","sesame"
"145896","walnut, pepper, bean, bay leaf, oregano, borage leaf, potato leaf"
"145924","broccoli, anise, cardamom, bay leaf, butter, Spenach, oregano, poppy seed, brussel sprout, guava, potato leaf"
"145926","marjoram"
"145954","walnut, pine nut, turmeric, grape_fermented, Tilapia, salmon"
"145984","broccoli, anise, bay leaf, legume, poppy seed, brussel sprout, potato leaf"
"146007","strawberry, salmon, spinach"
"146046","borage leaf"
"146127","yogurt_cow"
"146156","lentil"
"146177","broccoli, peanut, lentil, anise, olive, bay leaf, butter, Spenach"
"14618","langostino, parsley"
"146244","blueberry, cocoa seed, cranberry, oregano, banana, avocado, betel nut"
"14626","rice, fig, grape_fermented, bean, peanut, anise, spice, cocoa seed, oregano, apricot, squash blossom, cloves"
"146330","langostino"
"146388","garlic, beef, trout, pea, chicken"
"146389","beef, trout, soda"
"146426","blueberry, raspberry, fig, anise, cocoa seed, oregano, avocado, apricot, guava"
"146460","poppy seed"
"14654","marigold"
"146574","blueberry, strawberry, fig, anise, oregano, avocado, apricot, guava"
"146578","cheddar cheese"
"146589","oat, chicken, mint, squash"
"146641","carrot, oat, wheat, squash"
"14667","broccoli, anise, olive, bay leaf, legume, butter, Spenach, garlic powder"
"146696","spinach, chive stem, chive blossom"
"146741","beef, salmon, chicken"
"146836","cheddar cheese"
"146842","cheddar cheese"
"146851","yogurt_cow, cheddar cheese"
"146856","onion, turmeric, anise, oregano, lavender"
"146889","pea"
"146923","oat"
"147005","cheddar cheese"
"147038","cheddar cheese"
"147045","beef, salmon, chicken, lemon balm"
"147062","turmeric, cardamom, oregano, lavender"
"147082","fig"
"147084","dill"
"1471","trout, Tilapia, chicken, langostino, veal"
"147148","beef, salmon, chicken"
"147168","beef, salmon, chicken"
"147188","veal"
"147191","beef, salmon, chicken"
"147220","pine nut, oregano, guava"
"147227","pea, bean"
"147363","beef, pea, chicken, wheat, apricot"
"147366","cheddar cheese"
"147367","cheddar cheese"
"1474","sweet potato, carrot, milk_cow, yogurt_cow, banana, apricot, milk_goat, ground cherry, guava"
"147540","egg_chicken"
"147547","mushroom, anise, olive, bay leaf, butter, Spenach"
"147573","peanut, anise, cardamom, bay leaf, hing powder, cocoa seed, oregano, poppy seed, sesame"
"147616","grape_fermented, bean, lentil, anise, olive, cardamom, bay leaf, legume, Spenach, lavender"
"147674","pine nut, turmeric, grape_fermented, lentil, bay leaf, legume, butter"
"147690","betel nut leaf, peanut, anise, olive, cardamom, melon, oregano"
"147716","walnut, peanut, anise, olive, bay leaf, legume, butter, cocoa seed, oregano, poppy seed, cloves"
"147743","beef, Tilapia, pig"
"147763","beef"
"14785","pepper"
"147862","melon"
"147985","cheddar cheese"
"148005","walnut, pine nut, turmeric, grape_fermented, lentil, olive, legume, butter, Tilapia, salmon, pig"
"148013","walnut, pine nut, turmeric, grape_fermented, lentil, olive, bay leaf, butter, Spenach"
"148019","pine nut, turmeric, bean, lentil, anise, olive, bay leaf, legume, Spenach, lavender"
"148045","carrot, beef, potato leaf"
"14805","anise"
"148053","rice, wheat, eggplant"
"148063","turmeric, grape_fermented, anise, olive, legume, Spenach, lavender"
"148088","cheddar cheese"
"148089","cheddar cheese"
"148148","spice"
"148176","eggplant, cheddar cheese"
"148179","walnut, pine nut, turmeric, lentil, butter, Tilapia, salmon, pig, cloves"
"148205","beef, pea, chicken, wheat, milk_goat, marjoram"
"148211","milk_cow, yogurt_cow, cheddar cheese"
"148224","betel nut leaf"
"148233","cranberry"
"148253","beef"
"148279","beef"
"148281","beef, salmon, sumac"
"148303","beef, milk_cow, salmon, pig, yogurt_cow, marigold, veal"
"148316","beef, pig, sumac"
"148340","bean, milk_cow, shrimp, Tilapia, chicken, milk_goat"
"148395","turmeric, peanut, lentil, anise, cardamom, bay leaf, legume, butter, Spenach, oregano, lavender"
"148404","beef"
"148476","oat"
"14854","beef"
"14855","arugula"
"148556","beef"
"148652","beef, salmon, pig, cranberry, sumac"
"148653","beef, sumac"
"148715","salmon, wheat, yogurt_cow, potato, canola, cheddar cheese"
"148752","beef, sumac"
"148754","beef, pig, sumac"
"148769","beef, arugula, chicken, brussel sprout, sumac"
"148791","cilantro"
"148828","beef, lentil, salmon, ground cherry"
"148841","beef, cilantro, shrimp, chicken, pig, cannabis leaf, marjoram"
"148852","bean, ginger"
"148860","olive, legume, butter, cloves"
"148861","anise, Spenach, cloves"
"148921","walnut, pine nut, lentil, anise, olive, bay leaf, legume, butter, Spenach, pig"
"148951","langostino, cream"
"148966","beef, chicken, wheat, yogurt_cow"
"148979","carrot, beef, milk_cow, wheat"
"148982","beef, salmon, chicken, hing powder, yogurt_cow, sumac"
"148995","soda, parsley"
"149009","walnut, turmeric, pepper, grape_fermented, peanut, lentil, oat, cocoa seed, oregano, lavender, sesame"
"149026","cheddar cheese"
"149073","onion, turmeric, anise, cardamom, ginger, oregano, lavender"
"149108","milk_cow"
"149117","fig, bean, cream"
"149140","cheddar cheese"
"149170","beef, milk_cow, salmon, chicken, langostino, veal"
"149220","walnut, pepper, grape_fermented, olive, cardamom, bay leaf, legume, butter"
"149225","beef, salmon, chicken, pig, wheat, yogurt_cow, sumac"
"149243","cheddar cheese"
"149259","pine nut, turmeric, anise, olive, bay leaf, legume, butter, cloves"
"149260","peanut, lettuce, banana"
"149282","sesame"
"149304","fig"
"149321","beef, salmon, chicken, pig"
"149332","beef, salmon, apricot, sumac"
"14947","onion, cloves"
"149496","soda, mint"
"149567","bean, milk_cow, chicken, pig, wheat, squash, squash blossom"
"149568","walnut, turmeric, grape_fermented, lentil, legume"
"149596","beef, pig, sumac, cloves"
"149658","pear, beef, salmon, chicken, chia"
"149680","milk_cow"
"149707","beef, chicken, pig, sumac"
"149743","beef, rice, Tilapia, milk_goat"
"149744","beef, Tilapia, wheat, milk_goat, veal"
"1498","mushroom, broccoli, cauliflower, langostino, cheddar cheese"
"149810","cheddar cheese"
"149811","cheddar cheese"
"149812","cheddar cheese"
"149813","cheddar cheese"
"149851","cheddar cheese"
"149853","cheddar cheese"
"149863","cheddar cheese"
"149864","cheddar cheese"
"149891","peanut, lentil, anise, olive, bay leaf, legume, butter, Spenach"
"149899","beef, raspberry, milk_cow, egg_chicken, salmon"
"14991","beef"
"149932","beef, lavender, canola"
"149935","blueberry"
"150015","cheddar cheese"
"150027","ginger"
"150028","pepper"
"150042","beef, trout, pea, chicken, dill flower, veal"
"150055","egg_chicken"
"150062","shrimp"
"150078","walnut, pepper, grape_fermented, anise, bay leaf, spice, oregano"
"150107","beef, shrimp, pig, wheat, cream"
"150122","cheddar cheese"
"150179","walnut, oregano, lavender"
"150219","walnut, turmeric, lentil, anise, olive, bay leaf, legume, butter, Spenach, lavender"
"150266","walnut, anise, olive, bay leaf, legume, oregano"
"150285","trout, egg_chicken"
"150287","bean"
"150293","mushroom, walnut, grape_fermented, peanut, lentil, olive, legume, Spenach"
"150328","strawberry, trout, milk_cow"
"150508","cheddar cheese"
"150570","anise, cardamom, spice, ginger, oregano, lavender"
"150580","walnut, pepper, anise, olive, cardamom, bay leaf, legume, Spenach, oregano, mint, cloves"
"150594","beef, milk_cow, chicken, pig"
"150616","beef, trout, chicken, parsley"
"150634","pepper, anise, cardamom, ginger"
"150637","peanut, lentil, anise, olive, bay leaf, legume, butter, Spenach"
"150647","peanut, mint"
"150667","sage, rosemary, anise, cardamom, oregano, avocado, lavender"
"150736","milk_cow"
"150791","cheddar cheese"
"150793","cheddar cheese"
"150797","wheat"
"15080","cheddar cheese"
"150800","cilantro, mushroom plant"
"150818","ginger, curry plant"
"15085","cheddar cheese"
"150856","apple, pepper, milk_cow, salmon"
"150861","walnut, peanut, anise, ginger, cucumber, oregano, lavender"
"15088","cheddar cheese"
"150887","beef, arugula, shrimp"
"150896","cocoa seed, garlic powder"
"150901","cheddar cheese"
"150903","cheddar cheese"
"150921","trout, salmon, chard"
"150927","anise, lavender, curry plant"
"150942","beef"
"150952","cheddar cheese"
"150953","cheddar cheese"
"150974","betel nut leaf, betel nut, radish greens"
"151025","pear, corn, wheat, spinach, kale, veal"
"151061","walnut, peanut, lentil, anise, olive, cardamom, bay leaf, legume"
"151094","onion, walnut, turmeric, anise, olive, cardamom, bay leaf, spice, ginger, oregano, lavender"
"151097","sage, parsley"
"15112","cheddar cheese"
"151181","milk_cow, salmon, chicken, wheat, potato"
"151196","walnut, turmeric, lentil, anise, olive, cardamom, bay leaf, Spenach, oregano, avocado"
"15123","blueberry"
"151253","cilantro, bean"
"151255","curry plant"
"151262","grape"
"151289","arugula, langostino"
"151362","arugula, cranberry"
"151374","sweet potato, cilantro, egg_chicken"
"151383","walnut, borage flower"
"151410","beef, trout, chicken, pig, sugarcane, apricot, veal"
"151507","arugula"
"151516","beef, bean, wheat, potato leaf, sumac"
"151634","carrot, beef, pig"
"151712","fig, langostino"
"151843","onion, turmeric, anise, cardamom, spice, oregano, avocado, apricot, lavender, guava"
"151850","rice"
"151899","beef, salmon, lemon balm, veal, sumac"
"151901","beef, chicken"
"151907","sage, peanut, lentil, anise, olive, cardamom, bay leaf"
"151908","beef, pea, egg_chicken, pig"
"151923","turmeric, grape_fermented, lentil, anise, cardamom, bay leaf, legume, oregano, lavender"
"15196","broccoli, fig, grain_fermented, bean, hing powder"
"152040","broccoli, arugula"
"152071","broccoli, walnut, turmeric, grape_fermented, peanut, anise, olive, cardamom, legume, milk_cow, Spenach, poppy seed, lavender"
"152079","beef, pea, salmon, kohlrabi"
"152102","peanut, borage flower"
"152124","fig"
"152140","salmon, chicken, sugarcane, veal"
"152182","beef, celery"
"152192","pine nut, cauliflower, grape_fermented, bean, lentil, anise, bay leaf, oregano"
"152237","shrimp, Tilapia"
"152247","blueberry"
"152269","cheddar cheese"
"15230","blueberry, broccoli, pine nut, grape_fermented, anise, grape, yogurt_cow, cranberry, oregano, persimmon, eggplant"
"152301","beef, pea, bean, chicken, wheat, kale, ground cherry"
"152317","pine nut, lentil, olive, legume, butter, Spenach, avocado"
"152357","strawberry, mint, dill flower"
"152373","trout"
"152384","turmeric, peanut, lentil, anise, olive, cardamom, bay leaf, legume, Spenach, poppy seed"
"152389","arugula"
"152411","walnut, anise, olive, cardamom, legume"
"152412","milk_cow, cream, milk_goat, cheddar cheese"
"152471","carrot, milk_cow, wheat, apricot, milk_goat, squash"
"152516","beef, peanut, apricot, chive stem, chive blossom, veal, cloves"
"152521","turmeric, olive, cardamom, spice, oregano, avocado, lavender"
"152539","sage, mint"
"152541","beef, Tilapia, salmon"
"152606","bean, pig, wheat, squash blossom"
"152714","cheddar cheese"
"152752","pepper, milk_cow, salmon, tarragon, cheddar cheese"
"152781","pear, beef, pea, salmon, wheat"
"15279","ground cherry, borage flower"
"152856","tarragon"
"152904","pine nut, lentil, anise, olive, cardamom, bay leaf, legume, Spenach"
"152919","betel nut leaf, dill"
"152923","carrot, beef, chicken, wheat, potato"
"152938","beef, trout, langostino"
"152942","bean, milk_cow, chicken, langostino, milk_goat, lemon balm"
"152990","beef, cherry, wheat, potato leaf, veal, sumac"
"153001","cherry, mint"
"153035","beef, wheat, cream, potato, squash"
"153092","fig, turmeric, grape_fermented, peanut, cardamom, bay leaf, oregano, cloves"
"153120","trout, bean, wheat, cranberry"
"153154","beef, bean, Tilapia, salmon, chicken"
"153189","beef"
"153190","yogurt_cow, cheddar cheese"
"153210","fig, sesame seed"
"153222","pine nut, cauliflower, bean, peanut, anise, cardamom, bay leaf, oregano, poppy seed"
"153261","tomato, poppy seed"
"153262","salmon, wheat, sumac"
"153288","blueberry"
"153289","beef"
"153290","raspberry"
"153325","walnut, turmeric, peanut, lentil, anise, olive, cardamom, bay leaf, legume, lavender"
"153330","betel nut leaf"
"153331","langostino"
"153442","trout, canola, squash, dill flower"
"153499","anise, olive, butter, avocado"
"153568","egg_chicken"
"153594","milk_cow, cheddar cheese"
"153608","cheddar cheese"
"153623","egg_chicken, banana"
"153625","cocoa seed"
"153634","sage"
"153657","pepper, peanut, langostino, borage leaf, dill"
"153659","milk_cow, Tilapia"
"153679","cilantro"
"153739","beef, bean, milk_cow, chicken, wheat, yogurt_cow"
"153787","trout, chicken, wheat, yogurt_cow, cloves"
"15379","sesame, watercress, tarragon"
"153796","turmeric, anise, olive, cardamom, bay leaf, butter, lavender"
"153874","milk_cow, yogurt_cow, cream, cheddar cheese"
"153876","cheddar cheese"
"153924","beef, arugula, bean"
"153940","milk_cow, cream, cheddar cheese"
"153951","beef, oat, chicken"
"153978","beef, apple, milk_cow, chicken, wheat, yogurt_cow, apricot, veal"
"154022","walnut, pine nut, turmeric, grape_fermented, lentil, Tilapia, salmon, pig"
"154066","cheddar cheese"
"154079","cheddar cheese"
"154148","sage, wheat"
"154165","walnut, pine nut, grape_fermented, lentil, anise, olive, bay leaf, legume, butter, Spenach, salmon, pig"
"154188","soda, milk_cow, egg_chicken, squash"
"154217","pepper, oregano"
"154238","beef, pea, bean, milk_cow, salmon, wheat"
"154278","milk_cow, cheddar cheese"
"154294","walnut, pine nut, turmeric, grape_fermented, anise, bay leaf, Spenach"
"154379","beef"
"15443","cardamom, kohlrabi"
"154450","cheddar cheese"
"154515","arugula, hing powder"
"154523","milk_cow, cheddar cheese"
"154532","milk_cow, cheddar cheese"
"154537","milk_cow, cheddar cheese"
"154544","onion, walnut, turmeric, grape_fermented, peanut, anise, olive, bay leaf, legume"
"15455","cheddar cheese"
"15457","cheddar cheese"
"154588","milk_cow, cheddar cheese"
"154604","blueberry, grape, cocoa seed"
"15467","radish"
"154683","milk_cow, cheddar cheese"
"154710","milk_cow, cheddar cheese"
"154745","trout"
"154749","dill flower"
"154756","carrot, broccoli, beef, grape, salmon, wheat, radish greens, squash"
"154757","carrot, beef, wheat"
"154771","arugula"
"154798","milk_cow, cheddar cheese"
"154878","beef, trout, veal"
"15488","apple, onion, cardamom, yogurt_cow, garlic powder, banana"
"154903","walnut, pine nut, turmeric, grape_fermented, lentil, Tilapia, salmon, pig"
"154954","cheddar cheese"
"154972","beef, betel nut leaf, chicken"
"154982","onion, chicken"
"155","bean, lentil, bay leaf, Spenach, ginger"
"155020","milk_cow, cheddar cheese"
"155029","peanut, anise, olive, bay leaf, legume, Spenach, oregano, avocado"
"155054","mushroom, olive, bay leaf, legume, butter, Spenach"
"155124","cheddar cheese"
"155138","beef, salmon, chicken, pig, hing powder, veal, sumac"
"155195","cheddar cheese"
"155210","cheddar cheese"
"155250","betel nut leaf, arugula"
"155258","cheddar cheese"
"155297","trout"
"155306","avocado"
"155307","pine nut, peanut, lentil, anise, cardamom, bay leaf, spice, butter, oregano, lavender"
"155325","arugula, chive blossom"
"155359","peanut, lentil, anise, olive, bay leaf, legume, butter, Spenach, ginger"
"155495","pig"
"155573","avocado"
"155588","cheddar cheese"
"155607","peanut, olive, bay leaf, Spenach, avocado"
"155644","milk_cow, chicken, wheat, cheddar cheese"
"155687","milk_cow, squash, squash blossom, cheddar cheese"
"155688","cream, cheddar cheese"
"155789","beef, egg_chicken, cocoa seed, spinach, lemon balm"
"155799","pine nut, turmeric, lentil, olive, legume, Spenach"
"155828","avocado"
"155829","betel nut"
"155845","cheddar cheese"
"155854","cheddar cheese"
"155865","turmeric, anise, olive, bay leaf, legume, butter, Spenach"
"155875","cheddar cheese"
"155884","carrot"
"15590","tomato, pepper, grain_fermented, cocoa seed, oregano, apricot"
"155917","turmeric, olive, bay leaf, Spenach, avocado"
