#Scan#	SpectrumFile	Annotation	OrigAnnotation	Protein	dbIndex	numMods	matchOrientation	startMass	Charge	MQScore	p-value	isDecoy	StrictEnvelopeScore	UnstrictEvelopeScore	CompoundName	Organism	FileScanUniqueID	FDR	LibraryName	mzErrorPPM	LibMetaData	Smiles	Inchi	LibSearchSharedPeaks	Abundance	ParentMassDiff	SpecMZ	ExactMass	LibrarySpectrumID
2787	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:27375	43002	-1	0	205.097	1	0.999925	101.24	0	39820000.0	1380040000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf2787	-1	500_foods_SPECTRUMID2.mgf	1.33916				8	0	0.000274658	205.097	0	
477	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:4611	6980	-1	0	150.077	1	0.999672	30.18	0	9730000.0	161842000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf477	-1	500_foods_SPECTRUMID2.mgf	126.583				7	0	0.0189972	150.058	0	
12649	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:186708	3487	-1	0	300.159	1	0.999628	454.61	0	2981000.0	255177000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf12649	-1	500_foods_SPECTRUMID2.mgf	1.72842				10	0	0.000518799	300.159	0	
1399	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:15245	51691	-1	0	261.145	1	0.999479	58.9	0	2195900.0	854046000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1399	-1	500_foods_SPECTRUMID2.mgf	0.934887				14	0	0.000244141	261.144	0	
10285	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:158515	952	-1	0	277.128	1	0.999406	386.56	0	1997800.0	625003000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf10285	-1	500_foods_SPECTRUMID2.mgf	1.32145				10	0	0.000366211	277.128	0	
732	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:13355	50263	-1	0	133.032	1	0.999375	38.79	0	108700.0	74838000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf732	-1	500_foods_SPECTRUMID2.mgf	0.229401				6	0	3.05176e-05	133.032	0	
7368	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:64359	30291	-1	0	188.128	1	0.999362	243.76	0	276500.0	62661100.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf7368	-1	500_foods_SPECTRUMID2.mgf	0.56776				10	0	0.000106812	188.128	0	
678	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:3482	969	-1	0	138.091	1	0.999323	39.47	0	1175000.0	355862000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf678	-1	500_foods_SPECTRUMID2.mgf	0.331493				6	0	4.57764e-05	138.091	0	
177	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:870	52038	-1	0	265.112	1	0.999249	26.74	0	112690000.0	628448000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf177	-1	500_foods_SPECTRUMID2.mgf	1.15112				7	0	0.000305176	265.111	0	
10740	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:165715	48776	-1	0	229.143	1	0.999127	399.24	0	352800.0	98957000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf10740	-1	500_foods_SPECTRUMID2.mgf	0.799086				11	0	0.000183105	229.143	0	
5407	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:48573	24847	-1	0	180.102	1	0.999113	181.79	0	1948000.0	97805700.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf5407	-1	500_foods_SPECTRUMID2.mgf	0.254169				6	0	4.57764e-05	180.102	0	
7941	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:95084	49002	-1	0	232.097	1	0.999026	268.51	0	2744000.0	62672100.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf7941	-1	500_foods_SPECTRUMID2.mgf	1.31486				11	0	0.000305176	232.097	0	
17197	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246171	7569	-1	0	151.097	1	0.998986	572.87	0	41200.0	5020160.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf17197	-1	500_foods_SPECTRUMID2.mgf	5.04934				5	0	0.000762939	151.098	0	
1249	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:13253	6347	-1	0	149.06	1	0.998723	54.74	0	5271000.0	98105000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1249	-1	500_foods_SPECTRUMID2.mgf	0.511834				6	0	7.62939e-05	149.06	0	
1542	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:15654	3256	-1	0	298.129	1	0.998706	63.02	0	1986000.0	495088000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1542	-1	500_foods_SPECTRUMID2.mgf	1.33073				14	0	0.000396729	298.128	0	
9468	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:136299	4752	-1	0	311.081	1	0.998524	351.82	0	4663800.0	512931000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf9468	-1	500_foods_SPECTRUMID2.mgf	2.15824				14	0	0.000671387	311.08	0	
8812	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:165715	48776	-1	0	229.143	1	0.998506	313.58	0	352800.0	56714100.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf8812	-1	500_foods_SPECTRUMID2.mgf	1.13204				11	0	0.000259399	229.143	0	
19245	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246171	7569	-1	0	151.097	1	0.998282	638.76	0	41200.0	5999480.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf19245	-1	500_foods_SPECTRUMID2.mgf	5.25132				5	0	0.000793457	151.098	0	
19377	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:247233	4958	-1	0	146.98	1	0.998095	644.48	0	3170000.0	306835000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf19377	-1	500_foods_SPECTRUMID2.mgf	0.519076				7	0	7.62939e-05	146.98	0	
7691	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:91110	49214	-1	0	234.134	1	0.998013	257.09	0	856500.0	254267000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf7691	-1	500_foods_SPECTRUMID2.mgf	1.10791				10	0	0.000259399	234.133	0	
7688	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:90878	47682	-1	0	217.107	1	0.998007	257.33	0	749000.0	96165800.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf7688	-1	500_foods_SPECTRUMID2.mgf	1.05423				9	0	0.000228882	217.107	0	
1720	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:17745	51689	-1	0	261.145	1	0.997958	68.65	0	4715700.0	360503000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1720	-1	500_foods_SPECTRUMID2.mgf	1.05175				12	0	0.000274658	261.144	0	
5168	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:58162	48939	-1	0	231.113	1	0.997919	174.84	0	80810000.0	388722000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf5168	-1	500_foods_SPECTRUMID2.mgf	0.0				8	0	0.0	231.113	0	
19375	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:194158	3747	-1	0	144.982	1	0.99777	644.44	0	4669000.0	873260000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf19375	-1	500_foods_SPECTRUMID2.mgf	0.736722				7	0	0.000106812	144.982	0	
793	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:8207	51952	-1	0	264.144	1	0.997674	42.98	0	10840000.0	595929000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf793	-1	500_foods_SPECTRUMID2.mgf	0.693203				13	0	0.000183105	264.144	0	
5865	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:58162	48939	-1	0	231.113	1	0.997362	192.75	0	80810000.0	240148000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf5865	-1	500_foods_SPECTRUMID2.mgf	0.330115				9	0	7.62939e-05	231.113	0	
14754	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246171	7569	-1	0	151.097	1	0.997267	506.51	0	41200.0	5762290.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf14754	-1	500_foods_SPECTRUMID2.mgf	4.64539				5	0	0.000701904	151.098	0	
1247	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:13222	16102	-1	0	166.086	1	0.996921	53.54	0	410300000.0	1935410000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1247	-1	500_foods_SPECTRUMID2.mgf	0.551236				6	0	9.15527e-05	166.086	0	
1289	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:13680	49138	-1	0	233.15	1	0.996802	54.29	0	1239300.0	453774000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1289	-1	500_foods_SPECTRUMID2.mgf	1.37437				12	0	0.000320435	233.149	0	
6548	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:65853	50173	-1	0	245.095	1	0.996721	212.26	0	3198000.0	245800000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf6548	-1	500_foods_SPECTRUMID2.mgf	0.622566				11	0	0.000152588	245.095	0	
174	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:2003	7114	-1	0	150.113	1	0.996322	23.88	0	389400.0	130269000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf174	-1	500_foods_SPECTRUMID2.mgf	0.304947				6	0	4.57764e-05	150.112	0	
16610	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246415	15002	-1	0	112.087	1	0.996091	554.15	0	15600.0	3605920.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf16610	-1	500_foods_SPECTRUMID2.mgf	1.36133				5	0	0.000152588	112.087	0	
15314	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246171	7569	-1	0	151.097	1	0.995785	518.18	0	41200.0	6318720.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf15314	-1	500_foods_SPECTRUMID2.mgf	5.04934				5	0	0.000762939	151.098	0	
265	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:3223	23336	-1	0	116.071	1	0.99553	28.66	0	122740000.0	1765300000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf265	-1	500_foods_SPECTRUMID2.mgf	0.525844				5	0	6.10352e-05	116.071	0	
14166	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:207665	10886	-1	0	364.342	1	0.995508	493.23	0	832800.0	120873000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf14166	-1	500_foods_SPECTRUMID2.mgf	0.921369				10	0	0.000335693	364.341	0	
3505	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:31538	12803	-1	0	161.107	1	0.995498	130.54	0	23808400.0	544864000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf3505	-1	500_foods_SPECTRUMID2.mgf	0.47356				6	0	7.62939e-05	161.107	0	
19292	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:222953	43861	-1	0	900.8	1	0.994882	639.05	0	837900.0	71692400.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf19292	-1	500_foods_SPECTRUMID2.mgf	3.38783				14	0	0.00305176	900.797	0	
19280	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246415	15002	-1	0	112.087	1	0.994869	639.88	0	15600.0	4614390.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf19280	-1	500_foods_SPECTRUMID2.mgf	1.29326				5	0	0.000144958	112.087	0	
15425	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246415	15002	-1	0	112.087	1	0.99481	521.57	0	15600.0	3305440.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf15425	-1	500_foods_SPECTRUMID2.mgf	1.36133				5	0	0.000152588	112.087	0	
1385	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:13789	812	-1	0	276.108	1	0.994759	58.52	0	1384000.0	408666000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1385	-1	500_foods_SPECTRUMID2.mgf	1.2158				8	0	0.000335693	276.108	0	
19395	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:216017	26814	-1	0	182.985	1	0.994442	645.3	0	537200.0	748761000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf19395	-1	500_foods_SPECTRUMID2.mgf	0.166776				8	0	3.05176e-05	182.985	0	
9651	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:152763	19518	-1	0	441.202	1	0.994174	367.63	0	17081000.0	969322000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf9651	-1	500_foods_SPECTRUMID2.mgf	0.207508				14	0	9.15527e-05	441.202	0	
934	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:9016	7546	-1	0	151.096	1	0.994026	44.07	0	217000.0	23258400.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf934	-1	500_foods_SPECTRUMID2.mgf	1.00987				6	0	0.000152588	151.096	0	
5636	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:55197	50212	-1	0	245.186	1	0.993928	187.63	0	6756000.0	506260000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf5636	-1	500_foods_SPECTRUMID2.mgf	0.186701				6	0	4.57764e-05	245.186	0	
694	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:6758	15169	-1	0	165.055	1	0.99383	38.69	0	8560000.0	275151000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf694	-1	500_foods_SPECTRUMID2.mgf	1.20181				6	0	0.000198364	165.054	0	
8232	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:113076	10184	-1	0	358.27	1	0.993686	282.98	0	559000.0	39186300.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf8232	-1	500_foods_SPECTRUMID2.mgf	2.04433				5	0	0.000732422	358.269	0	
3884	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:45226	2955	-1	0	295.165	1	0.99355	142.17	0	11218000.0	180581000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf3884	-1	500_foods_SPECTRUMID2.mgf	1.44748				10	0	0.000427246	295.165	0	
13302	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:203067	40729	-1	0	786.599	1	0.993425	468.74	0	3137000.0	319120000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf13302	-1	500_foods_SPECTRUMID2.mgf	1.62947				12	0	0.00128174	786.598	0	
13298	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:247034	40808	-1	0	788.615	1	0.993311	468.39	0	1858700.0	313605000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf13298	-1	500_foods_SPECTRUMID2.mgf	4.02456				8	0	0.00317383	788.612	0	
733	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:7539	5923	-1	0	321.165	1	0.993129	39.48	0	11965000.0	303100000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf733	-1	500_foods_SPECTRUMID2.mgf	1.42532				9	0	0.000457764	321.165	0	
6979	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:77542	12085	-1	0	374.228	1	0.993106	227.25	0	845800.0	180789000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf6979	-1	500_foods_SPECTRUMID2.mgf	0.733932				14	0	0.000274658	374.228	0	
7575	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:95017	8567	-1	0	344.254	1	0.993023	251.69	0	383900.0	43127600.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf7575	-1	500_foods_SPECTRUMID2.mgf	0.354593				7	0	0.00012207	344.254	0	
17242	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246415	15002	-1	0	112.087	1	0.992958	573.69	0	15600.0	4604120.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf17242	-1	500_foods_SPECTRUMID2.mgf	1.29326				5	0	0.000144958	112.087	0	
16805	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246415	15002	-1	0	112.087	1	0.992869	560.11	0	15600.0	4008650.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf16805	-1	500_foods_SPECTRUMID2.mgf	1.4294				5	0	0.000160217	112.087	0	
4781	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:45226	2955	-1	0	295.165	1	0.992526	164.95	0	11218000.0	456850000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf4781	-1	500_foods_SPECTRUMID2.mgf	0.516958				10	0	0.000152588	295.165	0	
19260	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:244269	37052	-1	0	694.496	1	0.992026	641.33	0	1048600.0	108789000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf19260	-1	500_foods_SPECTRUMID2.mgf	1.49403				15	0	0.0010376	694.495	0	
6930	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:76701	10312	-1	0	359.229	1	0.991973	225.64	0	950100.0	131851000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf6930	-1	500_foods_SPECTRUMID2.mgf	0.594671				16	0	0.000213623	359.228	0	
676	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:3509	52139	-1	0	136.076	1	0.991904	38.36	0	3641600.0	54941300.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf676	-1	500_foods_SPECTRUMID2.mgf	0.112135				5	0	1.52588e-05	136.076	0	
11670	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:174082	50122	-1	0	244.19	1	0.991499	431.21	0	247400.0	249187000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf11670	-1	500_foods_SPECTRUMID2.mgf	0.562386				13	0	0.000137329	244.19	0	
6161	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:63100	1189	-1	0	279.171	1	0.991423	201.78	0	1644000.0	487301000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf6161	-1	500_foods_SPECTRUMID2.mgf	0.765206				7	0	0.000213623	279.17	0	
1447	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:14562	48007	-1	0	127.05	1	0.991409	61.18	0	736000.0	42088800.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1447	-1	500_foods_SPECTRUMID2.mgf	0.720603				8	0	9.15527e-05	127.05	0	
1624	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:16761	50578	-1	0	249.126	1	0.991394	65.19	0	624500.0	104018000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1624	-1	500_foods_SPECTRUMID2.mgf	1.65373				13	0	0.000411987	249.126	0	
2173	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:23839	50956	-1	0	253.118	1	0.990836	81.91	0	1404100.0	116489000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf2173	-1	500_foods_SPECTRUMID2.mgf	1.26595				10	0	0.000320435	253.118	0	
8915	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:124693	47213	-1	0	211.096	1	0.990805	321.52	0	759000.0	242899000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf8915	-1	500_foods_SPECTRUMID2.mgf	3.75874				7	0	0.000793457	211.096	0	
14776	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:213043	14061	-1	0	391.284	1	0.990679	506.76	0	3190700.0	285405000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf14776	-1	500_foods_SPECTRUMID2.mgf	0.623948				9	0	0.000244141	391.284	0	
1246	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:10480	34113	-1	0	120.081	1	0.99066	53.78	0	9846000.0	162480000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1246	-1	500_foods_SPECTRUMID2.mgf	0.762425				5	0	9.15527e-05	120.081	0	
11712	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:180248	7400	-1	0	333.263	1	0.990439	433.3	0	965200.0	30284300.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf11712	-1	500_foods_SPECTRUMID2.mgf	0.366288				12	0	0.00012207	333.263	0	
15221	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:246415	15002	-1	0	112.087	1	0.99013	516.54	0	15600.0	3168610.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf15221	-1	500_foods_SPECTRUMID2.mgf	1.29326				5	0	0.000144958	112.087	0	
193	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:2117	10202	-1	0	156.077	0	0.989663	26.81	0	83640000.0	312626000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf193	-1	500_foods_SPECTRUMID2.mgf	0.391059				5	0	6.10352e-05	156.077	0	
7449	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:90836	5031	-1	0	313.155	1	0.989593	246.65	0	1806800.0	170169000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf7449	-1	500_foods_SPECTRUMID2.mgf	1.94904				6	0	0.000610352	313.154	0	
1493	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:18867	49134	-1	0	233.149	1	0.98934	61.87	0	1437800.0	246689000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1493	-1	500_foods_SPECTRUMID2.mgf	0.523571				12	0	0.00012207	233.149	0	
984	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:10271	47710	-1	0	217.155	1	0.989188	45.76	0	5647000.0	285554000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf984	-1	500_foods_SPECTRUMID2.mgf	0.983737				7	0	0.000213623	217.154	0	
10682	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:165569	593	-1	0	274.143	1	0.988951	397.03	0	9010500.0	106785000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf10682	-1	500_foods_SPECTRUMID2.mgf	2.11508				11	0	0.000579834	274.144	0	
18723	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:247215	47551	-1	0	125.071	1	0.988943	624.98	0	719600.0	50597600.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf18723	-1	500_foods_SPECTRUMID2.mgf	97.9057				5	0	0.0122452	125.083	0	
1199	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:13307	41502	-1	0	203.139	1	0.988623	52.45	0	6584000.0	344797000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1199	-1	500_foods_SPECTRUMID2.mgf	1.05161				6	0	0.000213623	203.139	0	
13327	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:205296	39714	-1	0	760.584	1	0.988504	468.81	0	13374000.0	310669000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf13327	-1	500_foods_SPECTRUMID2.mgf	2.56793				10	0	0.00195312	760.582	0	
6030	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:70881	48732	-1	0	229.097	1	0.98838	198.21	0	336700.0	133389000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf6030	-1	500_foods_SPECTRUMID2.mgf	0.532832				7	0	0.00012207	229.097	0	
1602	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:15883	48779	-1	0	229.155	1	0.988073	64.74	0	5348000.0	365330000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1602	-1	500_foods_SPECTRUMID2.mgf	0.532699				6	0	0.00012207	229.154	0	
1464	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:14514	30924	-1	0	189.123	1	0.988018	61.32	0	7821000.0	397049000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1464	-1	500_foods_SPECTRUMID2.mgf	0.403408				5	0	7.62939e-05	189.123	0	
13530	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:242190	36419	-1	0	680.48	1	0.987886	473.68	0	5613300.0	233948000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf13530	-1	500_foods_SPECTRUMID2.mgf	1.16603				15	0	0.000793457	680.479	0	
1272	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:13405	9676	-1	0	354.202	1	0.987523	53.92	0	2438900.0	947350000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1272	-1	500_foods_SPECTRUMID2.mgf	0.516953				9	0	0.000183105	354.202	0	
117	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:812	14780	-1	0	112.087	1	0.987316	24.94	0	8848000.0	220668000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf117	-1	500_foods_SPECTRUMID2.mgf	1.29326				5	0	0.000144958	112.087	0	
6732	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:76701	10312	-1	0	359.229	1	0.9871	217.98	0	950100.0	146569000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf6732	-1	500_foods_SPECTRUMID2.mgf	0.424765				16	0	0.000152588	359.229	0	
18964	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:233982	47562	-1	0	125.071	1	0.986636	630.55	0	262900.0	53945000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf18964	-1	500_foods_SPECTRUMID2.mgf	152.989				5	0	0.0191345	125.09	0	
4088	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:34317	50049	-1	0	243.183	1	0.986592	148.36	0	179300.0	19391700.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf4088	-1	500_foods_SPECTRUMID2.mgf	1.31767				8	0	242.176	243.183	0	
1060	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:10390	27702	-1	0	184.06	1	0.986321	47.13	0	1247400.0	517689000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf1060	-1	500_foods_SPECTRUMID2.mgf	0.497406				6	0	9.15527e-05	184.06	0	
7326	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:84609	10431	-1	0	360.213	1	0.986283	241.58	0	1495800.0	141162000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf7326	-1	500_foods_SPECTRUMID2.mgf	0.677767				12	0	0.000244141	360.213	0	
7224	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:76452	48456	-1	0	226.107	1	0.986027	237.15	0	309200.0	538388000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf7224	-1	500_foods_SPECTRUMID2.mgf	2.63191				10	0	0.000595093	226.107	0	
19331	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:247215	47551	-1	0	125.071	1	0.985964	643.89	0	719600.0	76333200.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf19331	-1	500_foods_SPECTRUMID2.mgf	0.732005				5	0	9.15527e-05	125.071	0	
2447	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:24011	48184	-1	0	223.108	1	0.985323	88.75	0	5417000.0	296645000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf2447	-1	500_foods_SPECTRUMID2.mgf	0.752313				8	0	0.000167847	223.107	0	
5975	NIST_Vegan_Ominvore_iimn_gnps.mgf	*..*		:56877	50081	-1	0	244.096	1	0.985305	197.2	0	1149000.0	150467000.0			temp/NIST_Vegan_Ominvore_iimn_gnps.mgf5975	-1	500_foods_SPECTRUMID2.mgf	0.937669				6	0	0.000228882	244.097	0	
